GENE	Log_Ratio_2992_1	Log_Ratio_2992_2	Log_Ratio_2992_3	Log_Ratio_2992_4	Log_Ratio_2992_5	Log_Ratio_2992_6	Log_Ratio_2992_7	Log_Ratio_2992_8	Log_Ratio_2992_9	Log_Ratio_2992_10	Log_Ratio_2992_11	Log_Ratio_2992_12	Log_Ratio_2997_1	Log_Ratio_2997_2	Log_Ratio_2997_3	Log_Ratio_2997_4	Log_Ratio_2997_5	Log_Ratio_2997_6	Log_Ratio_2997_7	Log_Ratio_2997_8	Log_Ratio_2997_9	Log_Ratio_2997_10	Log_Ratio_2998_1	Log_Ratio_2998_2	Log_Ratio_2998_3	Log_Ratio_2998_4	Log_Ratio_2998_5	Log_Ratio_2998_6	Log_Ratio_2998_7	Log_Ratio_2998_8	Log_Ratio_2998_9	Log_Ratio_2998_10	Log_Ratio_2998_11	Log_Ratio_2998_12	Log_Ratio_2998_13	Log_Ratio_2998_14	Log_Ratio_2998_15	Log_Ratio_2998_16	Log_Ratio_2998_17	Log_Ratio_2998_18	Log_Ratio_2998_19	Log_Ratio_2998_20	Log_Ratio_2998_21	Log_Ratio_2998_22	Log_Ratio_2998_23	Log_Ratio_2998_24	Log_Ratio_2998_25	Log_Ratio_2998_26	Log_Ratio_2998_27	Log_Ratio_2998_28	Log_Ratio_2998_29	Log_Ratio_2998_30	Log_Ratio_2998_31	Log_Ratio_2998_32	Log_Ratio_2998_33	Log_Ratio_2998_34	Log_Ratio_2998_35	Log_Ratio_2998_36	Log_Ratio_2998_37	Log_Ratio_2998_38	Log_Ratio_2998_39	Log_Ratio_2998_40	Log_Ratio_2998_41	Log_Ratio_2998_42	Log_Ratio_2998_43	Log_Ratio_2998_44	Log_Ratio_2998_45	Log_Ratio_2998_46	Log_Ratio_2998_47	Log_Ratio_2998_48	Log_Ratio_2998_49	Log_Ratio_2998_50	Log_Ratio_2998_51	Log_Ratio_2998_52	Log_Ratio_2998_53	Log_Ratio_2998_54	Log_Ratio_2998_55	Log_Ratio_2998_56	Log_Ratio_7475_1	Log_Ratio_7475_2	Log_Ratio_7475_3	Log_Ratio_7475_4	Log_Ratio_7475_5	Log_Ratio_7475_6	Log_Ratio_7475_7	Log_Ratio_7475_8	Log_Ratio_7475_9	Log_Ratio_7475_10	Log_Ratio_7475_11	Log_Ratio_7475_12	Log_Ratio_7475_13	Log_Ratio_7475_14	Log_Ratio_7475_15	Log_Ratio_7475_16	Log_Ratio_7475_17	Log_Ratio_7475_18	Log_Ratio_7475_19	Log_Ratio_7475_20	Log_Ratio_7475_21	Log_Ratio_7475_22	Log_Ratio_7475_23	Log_Ratio_7475_24	Log_Ratio_7475_25	Log_Ratio_7475_26	Log_Ratio_7475_27	Log_Ratio_7475_28	Log_Ratio_7475_29	Log_Ratio_7475_30	Log_Ratio_7475_31	Log_Ratio_7475_32	Log_Ratio_7475_33
CAC3125	-0.022109	nan	nan	-0.463325	-0.561138	-0.307632	-0.192793	0.150805	-0.003060	0.573522	0.140160	nan	1.729146	1.525662	1.401212	1.362058	1.521503	1.736193	1.626923	1.547375	1.606079	1.674497	0.798907	1.594381	0.042643	0.976737	1.366682	0.151874	0.196443	0.346248	1.716646	1.950365	0.212958	-0.105252	-0.351969	-0.183765	-1.428578	-1.315228	-1.518055	-2.293502	-1.965740	-1.174805	-1.568232	-1.749917	-1.597627	-0.467375	-0.636143	0.756148	1.442862	-0.251175	-0.017497	-0.108792	-0.296408	0.000287	0.139420	-0.091166	0.079513	-0.010229	0.552247	0.418064	1.169639	1.525289	1.304808	0.790062	-0.543645	1.369017	1.867530	1.336008	2.152543	0.650448	-0.240486	-0.524777	1.678114	-1.096438	-1.178044	-1.044904	-1.001138	-0.985555	0.304845	-0.090405	-0.138920	-0.106334	-0.382274	-0.706851	-0.286169	-0.667979	-0.523071	0.333817	-0.193974	-0.613122	0.361844	-0.047777	0.300464	0.328974	-0.156258	0.006977	0.371067	0.233976	-0.105239	0.404815	0.068144	-0.000287	-0.023691	0.166745	0.045393	0.256233	-1.657439	-1.310637	-1.733710	-0.595196	-1.487250
CAC3126	-0.202837	0.011366	-0.616182	-0.380352	nan	nan	-0.132123	nan	nan	nan	nan	nan	2.006928	1.853622	1.481820	1.731168	1.896839	2.043398	nan	2.061583	2.099950	nan	1.235578	1.036869	0.255187	0.732317	1.456269	0.562966	1.079539	0.708519	1.447562	1.755582	0.018398	0.702101	-0.250764	0.168336	-1.229022	-1.346033	-1.195973	-2.971510	-2.275863	-1.078291	-0.810460	-1.126145	-1.384130	-0.838396	0.055983	0.698574	1.016211	0.097933	0.625498	-0.039057	0.410661	-0.097937	0.783653	0.230637	0.082864	0.002448	0.414121	1.327572	0.801644	1.646367	1.123477	1.751148	1.053583	2.160014	1.654781	2.169576	1.706637	0.904778	0.396766	-1.088974	0.776129	-0.695991	-0.494665	-1.168689	-1.188945	-0.902464	-0.015393	-0.140156	-0.309206	-0.245154	-0.172769	-0.201098	-0.753894	-0.364699	-0.404981	-0.258011	-0.175615	-0.136594	0.060890	-0.006920	-0.069766	-0.085908	-0.063780	0.040623	-0.015921	-0.002448	-0.151764	0.003258	-0.288870	-0.033589	-0.100436	-0.105797	0.216282	0.154804	-0.321512	-0.248152	-0.680417	-0.459846	-0.433876
CAC3127	0.209437	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.092475	1.347755	1.015245	nan	1.221845	nan	nan	nan	nan	nan	1.746026	1.304305	0.226000	1.152313	0.874102	0.874087	0.707858	0.939201	1.435323	1.872132	0.842309	0.329213	0.070730	-0.711716	-1.588821	-0.866164	-1.081414	-1.864103	-2.634456	-0.560839	-1.335303	-1.846563	-1.664951	-0.090583	-0.391306	1.661928	1.237965	0.294806	-0.219101	0.412137	-0.179634	0.784821	0.441082	0.803807	1.024570	1.250259	1.599752	1.064369	1.775695	1.545912	1.939811	0.869884	1.002081	2.798596	1.494417	2.354618	2.315858	1.027756	0.893924	0.127855	0.651306	-0.314617	-0.396830	-1.275756	-2.114567	-0.520197	0.031940	-0.095709	-0.015299	-0.100164	-0.117283	-0.112425	-0.419879	-0.455190	-0.460186	-0.029349	-0.102418	-0.089348	0.057343	-0.112085	0.024312	-0.039389	-0.021404	0.011721	-0.059611	-0.034914	-0.147263	0.026407	-0.099776	-0.245854	-0.026950	-0.084063	-0.011721	-0.047357	-0.037119	-0.027336	-0.184324	-0.151981	-0.023539
CAC3128	0.146815	nan	-0.197111	-0.192923	-0.322266	nan	-0.055756	nan	nan	nan	nan	nan	1.130196	1.351380	0.851830	nan	1.298649	1.321616	nan	1.478259	1.367507	nan	1.985239	1.906922	0.257044	1.477906	1.182942	1.110873	1.143438	1.122909	1.557007	2.422718	0.815607	0.547985	-0.335629	-0.583789	-1.321359	-0.701198	-1.323493	-2.218129	-2.304784	-0.615199	-1.254481	-1.471754	-1.565494	-0.792632	-0.371885	0.494343	0.697681	-0.031827	0.061482	-0.306883	-0.214943	-0.106837	-0.006750	0.523994	0.000000	-0.058305	0.582698	0.393640	0.683289	1.294166	1.413150	1.414415	1.362173	1.408280	1.714174	1.976301	1.977656	0.571030	0.686503	-0.661266	0.209985	-0.828935	-0.326682	-1.097431	-3.067027	-1.258238	0.159913	-0.418933	-0.409647	-0.360088	-0.056320	-0.080667	-1.380801	-1.086453	-1.273418	-0.081715	-0.424876	-0.489815	0.471663	0.279395	-0.042938	-0.047032	0.216288	0.112324	0.214358	0.340712	0.116996	0.159987	-0.183553	0.231600	-0.260244	-0.118339	0.526296	0.067204	-0.276799	-0.300903	-0.460020	-0.369268	-0.125808
CAC3129	0.082561	0.262558	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.652063	0.627750	0.651682	nan	1.268836	1.472766	nan	1.400095	1.113777	nan	1.680307	0.802776	0.095014	1.416482	1.408525	1.868274	1.552013	2.027647	1.230240	1.505791	1.533007	0.904803	0.858553	-0.392920	-1.524882	-0.979708	-0.659072	-1.557919	-2.315112	-0.027708	-2.180670	-2.082571	-2.232671	-0.261591	-0.750019	0.699986	0.145306	0.104169	-0.575496	-0.085989	-0.494968	0.601352	0.119185	0.609657	0.731680	0.942871	1.106112	0.670836	1.140597	0.448952	0.910051	0.185742	0.242731	2.105065	1.071531	1.331659	1.253087	0.664556	-0.005758	-0.305581	-0.070654	-0.876569	-0.888400	-1.638006	-3.156313	-1.272032	0.041600	-0.200335	-0.252138	-0.120972	-0.309737	-0.371064	-1.021608	-0.881367	-1.037822	0.004063	-0.216458	-0.181741	0.244489	-0.004063	-0.093717	0.172943	-0.071652	-0.005651	0.204850	0.024766	-0.025445	0.200007	-0.211065	-0.042044	-0.057406	-0.097868	-0.067605	-0.076306	-0.421521	-0.520623	-0.712038	-0.586925	-0.515033
CAC3130	0.274036	0.292929	nan	nan	0.090766	nan	0.216719	0.610771	nan	nan	0.186618	nan	1.129302	1.437747	1.236315	1.195790	1.335564	1.150059	nan	1.603063	1.306378	nan	2.077225	1.934540	1.091217	1.942506	1.868547	0.726339	1.247237	1.145162	2.142301	2.029754	0.817316	0.569001	-0.513940	-0.792205	-1.669566	-1.816509	-1.830761	-2.523364	-2.609694	-1.226658	-1.585983	-1.985980	-2.175219	-1.099209	-0.922184	0.446425	0.256759	0.019006	-0.244807	-0.632698	-0.523747	-0.008547	-0.411805	0.268195	-0.288749	-0.035180	0.357956	0.089851	1.092749	0.747987	1.420421	0.734485	1.347031	2.219821	0.946353	1.493693	1.581066	0.876548	0.546955	0.601091	0.464680	0.430567	0.563013	-0.554296	-0.957891	-0.475414	0.116056	-0.024924	-0.050974	-0.130116	-0.104471	-0.109311	-0.365781	-0.280060	-0.296386	-0.022119	-0.019643	-0.050126	0.038939	-0.225877	-0.157876	-0.090240	-0.188267	-0.185748	0.006250	-0.019554	-0.069905	0.143465	-0.152593	-0.238212	-0.006226	-0.023642	0.000000	-0.041714	-0.120319	-0.120769	-0.374396	-0.369005	-0.317200
CAC3131	nan	nan	nan	nan	-0.009090	nan	-0.636353	nan	nan	nan	nan	nan	1.483230	1.543081	1.495456	1.326674	1.572699	1.596724	nan	1.461332	1.572699	1.796141	1.960994	1.796440	0.468848	2.253518	2.345948	1.144995	1.692588	1.060577	1.767831	2.023223	0.120172	0.627784	-1.176147	0.498609	-1.037300	-1.544143	-1.523861	-1.979268	-2.347776	-1.344020	-0.885143	-1.445434	-1.338053	-0.914438	-0.133426	0.628152	nan	0.453758	0.460514	-0.390553	0.218176	0.000000	0.321607	0.155970	-0.114574	-0.070911	0.559150	0.871558	0.699887	0.886371	0.802329	0.217747	0.206481	1.544451	0.512232	1.764680	1.139214	-0.127264	0.103861	-1.420510	-0.176493	-0.044427	-0.775020	-0.821114	-0.176209	-0.994934	0.689610	-0.079198	0.089708	0.123086	-0.121952	-0.098937	-0.409182	-0.637981	-0.805888	0.333342	-0.225182	-1.042595	-0.096976	-0.449508	0.105383	-0.118621	-0.581503	-1.135265	-0.095525	-0.061418	-0.786902	0.407679	-0.010982	-0.500016	0.014064	0.242051	0.004238	-0.286268	-0.539304	-0.376483	-0.648790	-0.431858	-0.549999
CAC3132	0.496862	0.328588	-0.073367	-0.063499	-0.318888	-0.215034	-0.593280	-0.284451	nan	nan	0.039035	nan	1.091428	1.259700	1.204281	1.370753	1.460315	nan	nan	1.596107	1.384690	nan	1.724878	1.534639	0.447270	1.483265	1.038881	0.470683	0.506163	1.213654	2.172690	2.021740	1.081191	0.815829	-0.481382	-0.984226	-1.460952	-1.005456	-1.233090	-2.043855	-2.428726	-0.148233	-0.702297	-0.850544	-0.984263	0.094184	-0.164110	1.556380	1.387609	0.704986	0.830042	0.453036	0.303975	1.310040	0.789333	1.192139	1.241946	1.579769	1.659767	0.955312	2.080535	1.652245	2.254996	1.061486	0.458226	2.831507	0.951670	1.860259	2.267312	0.697806	0.169519	0.207141	0.343482	-0.581516	-0.677106	-1.615376	-2.249594	-1.261017	0.042387	-0.049805	-0.016720	-0.026013	-0.027829	0.000000	-0.298486	-0.380055	-0.408709	-0.092734	-0.001634	-0.034788	-0.092287	-0.226407	-0.002288	-0.178772	-0.249296	-0.206786	-0.202283	-0.132047	-0.227913	-0.097484	-0.192025	-0.278467	-0.013772	-0.119931	-0.094832	-0.117744	0.003810	0.017017	-0.158348	-0.176371	-0.061597
CAC3133	0.210187	0.398220	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.085185	1.011783	0.941569	nan	1.148709	1.009455	nan	1.283295	1.301141	nan	1.698674	1.808709	0.682102	1.493479	1.785416	0.144287	0.319043	0.609614	1.726793	1.878867	0.359502	0.553125	-1.551141	-2.114177	-2.113841	-1.992372	-1.833657	-1.810315	-2.174440	-0.727612	-1.169483	-1.896862	-1.733700	-0.357207	-0.562468	0.710273	0.542980	0.089946	-0.246052	-0.101664	-0.362748	0.558927	0.200665	0.293206	0.605278	0.842520	1.017554	0.757049	0.812638	0.919359	0.968840	-0.000259	0.192697	1.620408	0.592542	0.990173	1.396008	0.422001	0.187595	-0.666030	0.395451	-1.341395	-1.082274	-1.754334	-2.710175	-1.784768	-0.105882	-0.204086	-0.259965	-0.141288	0.027467	0.004005	-0.868131	-0.273194	-0.515774	-0.332738	0.011954	-0.026718	-0.238904	-0.290277	-0.429816	-0.616694	-0.372053	-0.449943	-0.344893	-0.178396	-0.263371	-0.198413	-0.303406	-0.430891	-0.105328	-0.149837	0.000259	-0.001787	0.056326	0.044120	-0.124981	-0.241822	0.013299
CAC3134	0.076551	0.234271	nan	-0.209796	nan	nan	nan	-0.263023	nan	nan	-0.267682	-0.118724	1.335359	1.519707	1.771199	2.082540	1.772040	1.840251	nan	1.973341	1.760750	nan	2.290279	2.009881	0.203771	2.321627	2.054201	2.582307	2.250537	1.859629	1.726070	2.334438	0.862877	1.121207	-1.056216	-0.906189	-0.161025	-0.746274	-0.841103	-1.613267	-1.462686	0.301118	-0.107675	-0.676470	-1.083504	-0.186441	-0.003261	0.576154	0.000353	0.372353	-0.116321	-0.228439	0.102653	-0.187186	0.406510	0.822637	-0.075943	-0.210497	0.489133	0.597994	0.654336	0.310727	0.608277	0.970986	0.830017	1.078428	0.520867	1.323947	0.911624	0.115968	-0.278210	-0.653952	-1.369644	-0.891942	-0.994241	-0.919443	-2.187175	-1.603384	0.331455	-0.160274	-0.275744	-0.118218	0.026650	-0.117295	-0.916559	-0.714577	-0.859313	0.033441	-0.201300	-0.615632	0.091922	0.015949	-0.639768	-0.188457	-0.514897	-0.777583	-0.028871	-0.066156	-0.252174	0.277016	-0.093146	0.000000	0.041266	0.063127	0.354844	0.421328	-0.434042	-0.290163	-0.585922	-0.344754	-0.447451
CAC3135	0.531733	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.753946	0.847687	0.805611	nan	1.067384	nan	nan	nan	nan	nan	nan	1.557822	nan	nan	nan	0.723304	0.941432	1.592634	nan	nan	0.484187	0.644876	-1.350973	-1.300422	-1.910086	-2.136687	-1.846868	-1.948062	-1.657426	-1.478911	-1.410790	-1.826991	-1.839698	-0.973168	-0.872532	0.374307	0.560721	-0.504357	-0.338947	-0.260273	-0.608932	-0.328021	-0.104280	-0.335795	-0.014339	0.067273	0.025925	-0.025613	-0.035193	0.265435	-0.130593	-1.716663	-0.540947	0.070107	0.201789	-0.333786	0.568069	-0.348163	-0.215418	-1.411884	-0.161710	-2.098804	-1.666903	-3.115218	-4.128798	-2.606589	0.313216	0.065273	0.069245	0.227932	0.116499	-0.056957	-0.619442	-0.801119	-0.662292	0.406090	0.010882	0.047062	0.296363	0.240250	-0.007142	0.232645	0.098308	0.082096	0.277146	0.310165	0.119297	0.367449	0.342478	0.237403	0.197085	0.224916	0.155645	0.061533	0.081550	0.007142	-0.166123	-0.286340	-0.091375
CAC3136	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.615693	nan	nan	nan	-0.005672	nan	nan	nan	nan	nan	0.252772	-0.033443	-0.688827	-0.018939	0.663925	0.050469	nan	1.768639	-0.110071	0.476054	-0.341261	0.221251	-0.304837	-0.252625	-0.906111	-0.313590	-0.388589	-1.066971	-0.770315	0.984973	1.118419	-0.249075	-0.303802	0.922471	1.068750	1.728077	1.311811	0.989538	1.062120	0.848960	0.998641	1.427078	1.648096	1.697401	1.043896	1.131169	1.622879	1.674017	2.469222	1.522762	1.053468	0.388769	2.616015	2.681945	0.829329	3.289705	2.605592	1.119322	0.574599	1.153699	1.186760	0.972903	1.347946	0.755277	-4.243478	0.520808	0.051315	-0.025586	-0.036491	-0.025976	-0.137886	-0.129087	-0.033701	-0.247476	-0.135209	0.067239	-0.104366	-0.020933	0.005672	-0.156460	0.015718	-0.046321	-0.074456	-0.057279	-0.162334	-0.054304	-0.087682	-0.028817	-0.084529	-0.323062	-0.067358	-0.034540	-0.156432	-0.125785	-0.032323	-0.081214	-0.216173	-0.217154	-0.146090
CAC3138	nan	0.283666	-0.002176	nan	nan	nan	nan	nan	nan	nan	-0.140426	0.551930	0.424891	0.557865	0.818940	1.046156	1.422532	2.391002	nan	1.579707	2.183323	2.289178	0.550610	0.692556	-0.128104	0.324425	0.755624	-1.112075	-0.377744	-0.463502	0.902894	0.906248	-0.492144	-0.197384	-1.174042	-0.345417	-1.109751	-1.628016	-1.309557	-2.288432	-1.786775	-0.885077	-0.206635	-0.484563	-0.592358	-0.814523	-0.187812	1.022480	1.221247	0.474141	0.360872	-0.374515	0.334904	-0.193179	0.639275	0.824057	0.543648	0.392619	0.965606	1.385314	1.629597	2.346673	2.446472	1.955722	1.076754	2.390032	2.157010	2.730096	2.974643	1.408395	1.258858	-0.727084	1.127284	-0.829848	-0.052737	-0.941427	-1.236254	-0.930607	0.085551	-0.059985	-0.034202	-0.080727	-0.009864	-0.064551	-0.078147	-0.124031	-0.150427	0.002176	-0.066113	-0.082092	0.154661	-0.017753	0.025266	0.075305	-0.083636	-0.005013	0.120572	0.037517	-0.003637	0.151198	-0.056471	-0.033913	0.020976	0.087243	-0.026093	0.008036	-0.059569	-0.065173	-0.225673	-0.049699	-0.110572
CAC3139	0.016869	-0.104656	0.062313	nan	nan	nan	nan	nan	nan	nan	nan	-0.328582	0.723929	0.860665	0.735826	0.841683	0.937265	nan	nan	1.224307	1.037437	nan	2.249249	1.775388	0.775619	1.925771	1.673868	2.508006	1.399515	2.150751	2.334162	2.376643	0.522423	0.906567	-0.331485	-0.717162	-1.209031	-0.920920	-1.213658	-0.874225	-1.309944	-1.049569	-1.108675	-0.823211	-1.166083	-0.922376	-1.155122	-0.654967	-0.477424	-0.106338	-0.610238	-0.547458	-0.836266	-0.614811	-0.694957	-0.509704	-0.883470	-0.812997	-0.313785	-0.580122	-0.384831	-0.383088	-0.207936	-1.312441	0.054963	0.364539	-0.239726	0.185548	-0.276696	-0.134004	-0.530002	-1.622196	-0.547338	-2.053235	-0.970869	-1.622896	-3.835524	-2.175146	0.329086	0.139865	0.295752	0.138564	0.093597	0.131845	-0.153087	-0.174448	-0.223062	0.321697	0.149198	-0.000244	0.353678	0.016614	0.384341	0.341249	0.185196	0.055363	0.325565	0.335245	0.000244	0.280510	0.200715	-0.012444	0.232926	0.233112	0.247182	0.072121	0.057618	0.136446	-0.146076	-0.082954	0.060889
CAC3140	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.958881	0.931600	0.484771	nan	1.164210	1.053517	nan	1.245469	1.195437	nan	nan	1.884969	nan	nan	nan	nan	nan	nan	nan	nan	1.055836	0.874024	0.145296	-1.069998	-2.233785	-1.144831	-1.113667	-0.745998	-1.809492	-1.410365	-2.017461	-2.464554	-2.977804	-0.556904	-1.760555	-0.380446	-0.668197	-0.730240	-1.125802	-0.132708	-1.170487	-0.413907	-1.057580	nan	-0.491136	-0.434158	0.129860	-1.108410	-0.221190	-0.561822	-0.661082	-1.820782	0.561770	1.186787	-0.152843	0.852346	0.077525	-0.117928	-0.672409	-0.753966	-0.949779	-1.264780	-1.037317	-1.529280	-3.646014	-1.296735	0.446633	0.495881	0.583635	0.391006	0.178094	0.230880	-0.540025	-0.621219	-0.003135	0.238771	-0.004670	-0.334140	0.432813	0.335920	0.700930	0.578497	0.322323	0.170619	0.378553	0.457814	0.226514	0.307335	0.157511	0.003135	0.522040	0.481836	0.600228	0.385646	-0.054992	0.111995	0.198518	0.011188	0.097837
CAC3141	0.795884	0.549929	0.015555	0.069581	-0.077712	0.246136	-0.139127	0.082587	0.225781	nan	nan	0.680737	1.652934	1.643907	1.550368	1.560610	1.777785	1.925417	nan	1.845220	1.789449	2.041412	1.569397	1.634401	0.068003	1.451866	1.430746	2.207680	2.212801	2.005425	1.239484	1.609992	0.504747	0.382631	-0.510363	-1.759640	-2.241850	-1.165337	-1.641730	-1.861618	-2.169259	-0.866394	-1.872580	-2.166244	-1.973444	-0.379466	-0.852822	0.215512	-0.011746	-0.172446	-0.153281	-0.451687	-0.215158	0.058581	-0.189031	-0.275596	0.279667	0.083570	0.177488	-0.183068	-0.002992	-0.304848	-0.038233	-0.087844	-0.387340	0.643763	-0.003187	-0.026333	0.252162	0.090815	-0.217317	0.160037	-0.364889	0.184990	0.246407	1.009047	-1.585683	0.949556	1.005770	0.275916	0.314307	0.209628	0.246047	0.158876	-0.399224	-0.587689	-0.522221	-0.422832	-0.584052	-1.936788	-0.240830	-0.321625	-0.090873	0.125314	-0.606448	-1.138120	-0.494812	-0.434776	-0.570094	0.408739	-0.183303	-0.200799	0.095205	0.311907	0.420585	0.002992	-0.475093	-0.312456	-0.236143	-0.214223	-0.416323
CAC3142	0.624421	0.554390	-0.048924	-0.063318	0.389110	0.239035	-0.008843	0.258400	0.562740	0.173514	0.440088	nan	2.187996	2.029709	2.321787	1.963425	1.659043	1.753991	2.118867	2.059324	2.095800	2.151185	0.578977	0.229356	-0.556839	0.075330	0.075499	-0.438040	0.053214	-0.142594	0.712538	0.364487	-0.482497	-0.951556	-1.488130	-2.156837	-1.803504	-1.526740	-1.119563	-1.343410	-2.191479	-0.038531	-0.960324	-0.273728	-0.775991	-0.012983	-0.025430	1.224578	1.446611	0.627495	0.340273	0.008843	0.067997	0.544591	0.456766	0.347256	0.474722	0.465580	1.419264	0.902366	1.482145	1.962744	2.264807	1.407658	0.539432	2.579681	1.014243	2.116621	1.626497	1.116126	1.209137	0.714231	1.058040	0.886615	0.613324	1.204480	-0.438121	0.579049	-0.103042	-0.277439	-0.341658	-0.352799	-0.309172	-0.359151	-0.401972	-0.596725	-0.552232	-0.499514	-0.450053	-0.622399	-0.121124	-0.325878	-0.165212	-0.327013	-0.361830	-0.368350	-0.288704	-0.344138	-0.422642	-0.245689	-0.484198	-0.332545	-0.245319	-0.267022	-0.281641	-0.224873	-0.265245	-0.274302	-0.378279	-0.475868	-0.465941
CAC3143	0.638227	0.613303	-0.035148	0.000000	-0.161127	0.083729	-0.002095	0.240161	0.748267	0.188473	0.636783	1.862887	0.764430	0.890664	0.763553	0.748876	1.354719	1.643629	1.682400	1.498786	1.624241	1.656784	1.431036	1.509105	-0.136264	1.437168	1.110863	2.440387	2.282271	1.979127	0.543166	2.174285	0.603836	0.350222	-0.020688	-1.318421	-1.027003	-0.234761	-0.249689	-0.820502	-0.843781	1.229948	-0.692144	-0.068695	-0.906500	0.333616	0.670058	1.349436	0.910616	1.425958	0.805712	0.457592	0.640572	0.498238	0.882584	1.090149	0.414087	0.172826	0.846375	0.904391	0.537903	0.289792	1.178924	0.915024	-0.015857	2.339085	0.859320	1.336003	0.952582	0.936335	-0.115175	-2.019516	-1.310913	-2.110129	-1.864466	-1.562509	-3.718393	-1.735519	-0.231081	-0.222956	-0.309800	-0.189324	-0.222782	-0.248542	-0.336341	-0.227122	-0.226224	-0.342739	-0.259848	-0.207866	-0.196289	-0.311950	-0.307138	-0.299253	-0.496316	-0.287802	-0.058623	-0.330614	-0.152093	-0.115773	-0.352434	-0.338742	-0.203624	-0.113900	-0.094708	0.034777	-0.271866	-0.201380	-0.199550	-0.372477	-0.283607
CAC3145	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.095504	1.102824	0.704834	nan	nan	nan	nan	nan	nan	nan	0.589899	0.528153	nan	1.096907	nan	0.815494	nan	nan	nan	nan	0.308954	0.249795	-0.075133	0.168300	-1.748685	-0.794651	nan	-0.456297	-0.159123	-0.509754	-1.061000	-1.436431	-1.299823	-0.111268	-0.402041	-0.037501	-0.042796	-1.014719	-0.614215	-0.532233	-0.545751	-0.345384	-0.444157	-0.390050	0.035762	0.255300	0.122011	-0.582196	0.281242	0.128685	-0.956624	-3.025194	-0.943813	-0.166642	0.282719	0.003680	0.235512	-1.079396	-1.038549	-1.919095	-0.995638	-2.429675	-1.593192	-2.431509	-5.465273	-2.579068	0.429112	0.244765	0.315458	0.288435	0.249703	0.215881	-0.255027	-0.269743	-0.407883	0.294868	0.023480	-0.249290	0.555477	0.313679	0.587890	0.405069	0.409044	0.388045	0.476507	0.525760	0.275909	0.424517	0.418443	0.226741	0.227928	0.334292	0.161195	-0.127486	-0.115675	-0.036421	-0.073001	0.000000	0.070020
CAC3146	-0.263054	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.258844	1.747548	1.209341	nan	1.219810	nan	nan	nan	1.317670	nan	1.891890	2.058353	0.615222	2.233962	2.102627	2.304662	2.412246	2.145380	2.519984	2.646022	0.141794	0.786351	-0.713662	-0.634653	-0.673484	-0.775431	-0.464723	0.024274	-0.286942	1.423438	0.729085	-0.721617	-0.840927	-0.954910	-0.274104	-0.083631	-0.800665	-0.307383	-0.575001	-1.200945	-0.516319	-0.204210	0.312213	nan	-0.140712	0.267831	0.224287	0.578448	0.829453	0.017192	0.213456	-0.177222	0.273255	1.016364	0.214905	0.348781	0.492746	-0.416094	-0.672712	-0.640045	-1.107860	-0.825084	-1.152602	-1.510832	-4.124830	-1.148196	0.159744	0.049505	0.038576	0.030658	-0.079442	-0.030113	-0.160574	-0.106286	-0.164537	0.008434	-0.087827	-0.156318	0.196155	0.048948	0.154400	0.084080	-0.019833	0.072215	0.244416	0.151383	-0.151934	0.033604	0.058272	-0.120811	-0.066214	0.083502	-0.031231	-0.008434	-0.133604	-0.036627	-0.208550	-0.155957	-0.123719
CAC3147	nan	0.330211	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.213703	nan	0.858007	nan	0.962440	0.522974	nan	0.960322	0.839758	nan	1.543225	1.379681	0.410997	1.446966	nan	1.690399	nan	2.276047	nan	2.662776	0.720152	0.728866	0.266366	-0.471036	-1.270667	-0.553002	-0.396574	-0.664940	-1.459772	0.078228	-0.328104	-0.707846	-0.982980	-0.362564	-0.892138	-0.131424	0.070136	-0.606980	-0.636008	-0.564536	-0.982952	-0.181965	-0.114836	-0.245950	-0.109659	-0.173281	0.319739	-0.012146	0.364161	0.283913	-0.161867	-2.241695	-0.925317	0.621968	0.000000	0.571950	0.172816	-0.422188	0.006462	-1.235417	-0.577037	-1.905047	-1.216947	-2.850882	-4.885632	-2.648218	0.371935	0.201127	0.132212	0.118369	0.118986	-0.005564	-0.232388	0.043652	-0.059547	-0.078103	-0.255263	-0.686890	0.398749	0.062478	0.322045	0.183510	0.073425	-0.096186	0.347765	0.190182	-0.050758	0.331056	0.302655	0.202980	0.127750	0.153029	0.392512	0.275630	-0.159857	-0.161819	-0.171285	-0.049795	-0.111548
