GENE	Log_Ratio_2992_1	Log_Ratio_2992_2	Log_Ratio_2992_3	Log_Ratio_2992_4	Log_Ratio_2992_5	Log_Ratio_2992_6	Log_Ratio_2992_7	Log_Ratio_2992_8	Log_Ratio_2992_9	Log_Ratio_2992_10	Log_Ratio_2992_11	Log_Ratio_2992_12	Log_Ratio_2997_1	Log_Ratio_2997_2	Log_Ratio_2997_3	Log_Ratio_2997_4	Log_Ratio_2997_5	Log_Ratio_2997_6	Log_Ratio_2997_7	Log_Ratio_2997_8	Log_Ratio_2997_9	Log_Ratio_2997_10	Log_Ratio_2998_1	Log_Ratio_2998_2	Log_Ratio_2998_3	Log_Ratio_2998_4	Log_Ratio_2998_5	Log_Ratio_2998_6	Log_Ratio_2998_7	Log_Ratio_2998_8	Log_Ratio_2998_9	Log_Ratio_2998_10	Log_Ratio_2998_11	Log_Ratio_2998_12	Log_Ratio_2998_13	Log_Ratio_2998_14	Log_Ratio_2998_15	Log_Ratio_2998_16	Log_Ratio_2998_17	Log_Ratio_2998_18	Log_Ratio_2998_19	Log_Ratio_2998_20	Log_Ratio_2998_21	Log_Ratio_2998_22	Log_Ratio_2998_23	Log_Ratio_2998_24	Log_Ratio_2998_25	Log_Ratio_2998_26	Log_Ratio_2998_27	Log_Ratio_2998_28	Log_Ratio_2998_29	Log_Ratio_2998_30	Log_Ratio_2998_31	Log_Ratio_2998_32	Log_Ratio_2998_33	Log_Ratio_2998_34	Log_Ratio_2998_35	Log_Ratio_2998_36	Log_Ratio_2998_37	Log_Ratio_2998_38	Log_Ratio_2998_39	Log_Ratio_2998_40	Log_Ratio_2998_41	Log_Ratio_2998_42	Log_Ratio_2998_43	Log_Ratio_2998_44	Log_Ratio_2998_45	Log_Ratio_2998_46	Log_Ratio_2998_47	Log_Ratio_2998_48	Log_Ratio_2998_49	Log_Ratio_2998_50	Log_Ratio_2998_51	Log_Ratio_2998_52	Log_Ratio_2998_53	Log_Ratio_2998_54	Log_Ratio_2998_55	Log_Ratio_2998_56	Log_Ratio_7475_1	Log_Ratio_7475_2	Log_Ratio_7475_3	Log_Ratio_7475_4	Log_Ratio_7475_5	Log_Ratio_7475_6	Log_Ratio_7475_7	Log_Ratio_7475_8	Log_Ratio_7475_9	Log_Ratio_7475_10	Log_Ratio_7475_11	Log_Ratio_7475_12	Log_Ratio_7475_13	Log_Ratio_7475_14	Log_Ratio_7475_15	Log_Ratio_7475_16	Log_Ratio_7475_17	Log_Ratio_7475_18	Log_Ratio_7475_19	Log_Ratio_7475_20	Log_Ratio_7475_21	Log_Ratio_7475_22	Log_Ratio_7475_23	Log_Ratio_7475_24	Log_Ratio_7475_25	Log_Ratio_7475_26	Log_Ratio_7475_27	Log_Ratio_7475_28	Log_Ratio_7475_29	Log_Ratio_7475_30	Log_Ratio_7475_31	Log_Ratio_7475_32	Log_Ratio_7475_33
CAC1489	0.779056	0.901375	0.310964	0.155532	0.150619	0.020704	0.683565	0.594864	-0.959222	-1.175111	-0.278850	0.132949	0.888974	1.060502	1.566725	1.465620	1.667090	1.120185	1.512292	1.736444	1.501628	1.587854	0.549218	0.178821	-0.157416	0.843642	0.753461	1.010247	0.665627	0.570419	0.599060	0.386409	0.727977	0.738642	0.575456	1.247597	1.244694	-0.578707	-0.154745	-0.165843	0.880324	-1.021619	-0.474063	0.100974	0.255370	-0.438736	-0.217900	0.324045	0.450821	0.476478	0.638736	0.278288	0.760456	-0.095099	-0.091102	-0.184679	-0.198513	-0.217430	-0.294210	0.236025	-0.149751	0.000000	-0.261860	-2.247668	-0.627503	-0.936567	-0.203278	-0.434412	-0.712537	-0.334979	-0.721859	-2.496381	-2.328537	-2.991122	-1.709280	-1.417310	-2.291977	-1.492176	1.665218	1.899432	2.464243	0.590990	0.751882	1.173338	-0.893133	0.099741	-0.226082	-0.110725	-0.140386	-0.002381	-1.069517	1.054867	-1.148849	0.014736	-0.533450	-0.850239	-0.699962	-0.990914	-0.200503	0.301842	0.098409	-0.836674	-0.995817	-1.094969	-0.456073	0.036512	-0.827945	-1.025935	-0.995936	-1.100848	-1.363341
CAC1490	-0.415435	0.989736	0.078521	1.356891	-0.029295	1.000231	0.661600	0.691044	-0.816958	1.405308	-0.047078	-0.709004	-1.009666	-0.968431	-1.243638	-1.263638	-1.088096	-1.123273	-1.123028	-0.943688	-0.930355	-1.007935	0.039358	1.977352	1.115562	-0.320049	0.892521	-1.214767	0.693013	0.109537	-0.925772	1.242754	0.050783	1.481376	0.452135	2.515839	0.375713	1.504418	1.306296	0.465343	3.076190	-1.092743	1.013538	0.093150	0.866124	-1.402485	0.192752	-0.197107	1.055337	0.155115	0.223728	-0.501531	-0.028470	-1.128297	-0.500507	-1.202479	-0.512215	0.001117	-2.025193	-0.550471	-2.560146	-0.479513	-2.351614	0.733106	-0.230283	-2.592293	-0.843016	-2.356121	-1.963727	-1.958404	-0.658157	-1.471654	-0.949715	-2.048813	-0.259421	-0.563004	-0.141104	-0.244838	-0.396033	-0.086116	0.047497	-0.127020	0.099611	0.144234	0.289076	0.195409	0.470709	0.400512	0.500529	0.948302	0.039413	-0.209654	0.276180	-0.360962	0.000000	0.068411	0.214875	0.183559	-0.006417	-0.111665	-0.112691	-0.137224	0.389737	0.337771	0.134042	0.394047	0.400255	0.357846	0.160599	0.235011	0.275017
CAC1491	1.509689	0.883128	1.646565	0.844074	0.872277	0.903521	1.003182	0.764582	0.775975	0.571626	1.594495	1.262966	-1.334502	-1.483970	-1.573699	-1.505902	-1.286285	-1.356593	-1.647987	-1.471793	-1.324111	-1.388970	-0.305199	-0.819209	-0.113757	-0.220070	-1.237453	-1.852347	-0.563143	-0.083995	0.086123	-0.642079	1.917899	-0.139767	0.450578	0.363988	0.450367	0.200500	0.132029	1.123753	0.536412	-1.842852	0.058340	0.848154	0.111579	-0.242113	-0.555098	-0.604138	-0.108878	0.163035	0.311174	-0.069760	0.167670	-0.656440	-1.096410	-0.887564	-1.125431	-1.040847	-1.283910	-1.655614	-0.622395	-1.735075	-0.729332	-2.537726	-1.589305	-0.884597	-0.805126	-0.629129	-0.608264	-0.682976	-1.715756	-2.586748	-0.354797	-1.401755	-0.895308	-0.410436	0.948965	-0.713855	-0.394963	-0.003628	-0.044747	0.185391	0.406902	0.317643	0.475546	0.212345	0.234574	1.030310	1.570068	1.969789	0.580259	0.000000	1.287095	-0.171511	0.694070	0.693756	0.630984	0.874620	0.305340	0.162101	0.068243	0.269882	0.770807	0.551755	-0.264330	0.142528	1.271220	1.247632	1.060680	0.583532	1.183236
CAC1492	1.015678	0.947691	1.120767	0.814383	0.693746	1.124267	1.034561	1.527049	0.756377	0.173621	1.043838	1.216807	-2.090875	-2.128196	-2.302795	-2.274610	-1.858831	-2.136028	-1.500444	-1.574960	-1.852554	-1.772011	0.372522	1.809667	-0.366914	0.211704	0.260501	-0.751516	-0.126639	-0.159752	0.412309	0.559313	1.154922	2.199217	1.353189	1.667070	0.263262	0.659353	0.827257	0.021568	0.534911	-1.498369	-0.394949	-1.911355	-0.464481	-0.851255	-1.351306	-1.178584	-0.723444	-0.509134	-1.080513	-0.903168	-1.127599	-0.648985	-0.261175	-0.535526	0.000000	-0.806977	0.157475	0.722551	-0.057732	0.825985	0.184609	-0.230227	0.255396	-0.239554	0.833867	-0.317007	1.187945	0.160606	0.211086	0.130559	1.812112	0.033302	-0.085617	-0.486648	-0.111018	-0.154222	-1.119516	-0.837139	-0.992862	-0.644704	-0.341132	-0.393445	-0.874927	-1.224153	-1.160466	0.231454	0.842213	1.806091	0.376424	-1.283914	0.149665	-1.247775	-0.614739	0.251209	0.061828	-0.163355	-0.882944	-0.839505	-1.547004	-0.667630	0.492645	0.307152	0.244307	0.474355	0.678966	0.420561	0.168748	0.208544	0.455854
CAC1493	-0.237197	0.210782	0.798096	1.644318	1.416289	1.052812	0.998517	0.885701	-0.152230	1.679449	0.344105	-1.158819	-1.231615	-1.099532	-1.097838	-1.069824	-1.096950	-1.079888	-0.753559	-1.054605	-0.977332	-1.093043	0.303428	1.366392	-0.274790	0.395355	0.326990	2.357204	3.005083	0.379029	-0.415244	0.100281	0.134162	2.035486	1.567444	2.972096	2.002666	2.634757	2.251562	0.562097	1.537882	1.634609	2.889431	1.602379	2.456781	0.000000	1.911284	-0.336874	0.188803	0.954505	1.878995	-0.398563	1.801276	0.061239	1.200099	0.852386	0.497055	0.511884	-0.320354	1.399995	-0.691560	-0.279418	-1.275055	-0.107604	0.541900	-0.117160	-0.068344	-0.019563	-1.117423	-0.347722	0.313512	0.861829	-0.192767	0.501064	-0.237428	-0.461182	0.386302	-0.489612	0.020365	0.196884	-0.010423	0.119718	0.056757	0.434969	-0.014787	-0.005244	-0.161499	-0.454323	0.040422	0.274751	-0.182008	-0.209545	-0.248456	-0.306360	-0.268429	-0.293574	-0.389049	-0.335427	-0.441441	-0.192291	-0.434255	-0.535617	-0.054590	-0.115942	-0.274102	-0.177700	0.016291	0.037370	-0.096616	-0.276349	-0.096598
CAC1494	0.311717	-0.084689	0.398750	-0.084760	0.496562	-0.178803	0.608412	0.094327	0.147415	-0.463931	0.373866	-0.403915	-0.571504	-0.503633	-0.560731	-0.460607	-0.477569	-0.397255	-0.688453	-0.528712	-0.685208	-0.410029	0.706867	0.939794	0.673331	0.838431	0.326060	2.578954	2.276506	0.980097	0.781226	0.586848	1.209764	0.591909	1.540001	0.011235	0.936453	1.967240	1.817824	1.977569	1.053533	2.482483	1.246694	1.439130	1.196114	2.729920	1.541792	1.549252	0.969026	1.512903	1.600466	2.468477	1.840665	2.288962	1.428035	2.203646	2.272787	1.730770	1.861597	1.459189	0.000000	-0.142597	-0.191857	-1.108980	-0.985553	-0.172314	-0.643308	0.143928	-1.217018	-0.202515	-1.106479	-1.080024	-1.575314	-1.402350	-1.031843	-0.283537	-0.713312	-0.611439	0.429751	0.233088	0.169076	0.119884	-0.114245	0.294173	0.268293	0.285998	0.204857	-0.381973	-0.232254	-0.314579	-0.211640	-0.163031	-0.420598	-0.181973	-0.403867	-0.695138	-0.312199	-0.495122	-0.402165	0.034659	-0.008399	-0.425919	-0.118716	-0.245524	-0.548679	-0.427208	-0.419800	-0.339339	-0.391700	-0.575144	-0.481751
CAC1495	0.554970	0.224924	0.861272	0.549955	0.348430	0.477888	1.122147	0.804858	-0.152351	-0.816852	0.642351	0.422503	-1.585403	-1.378231	-1.228604	-1.355239	-1.652449	-1.547319	-1.742513	-1.072807	-1.322958	-1.499437	0.854442	0.687493	0.214895	1.380051	0.928732	1.580418	1.490112	0.000000	0.423928	0.569668	-0.101557	-0.366994	0.362514	0.003127	-0.255726	0.874878	-0.048708	1.039211	2.171963	1.387639	0.966174	0.947757	0.518525	2.038569	1.595597	1.275749	1.258272	1.715739	2.298587	1.113445	2.019348	0.743707	0.909936	1.432999	1.037870	0.093359	0.574177	0.491312	-1.219323	-0.029064	-1.160244	-1.010178	1.459201	-0.589781	-0.791686	-0.563140	-1.853610	-0.265047	-1.373919	-0.411777	-2.477039	-1.179480	-0.957363	-1.182998	-2.457797	-1.139569	-0.013530	0.510365	0.380840	0.103748	0.207202	0.567498	0.112324	0.260754	-0.030970	-0.179763	0.053311	0.130378	-0.051052	-0.167522	0.153127	-0.835634	-0.802676	-0.414315	-0.553105	-0.414933	-0.471120	-0.327646	-0.106935	-0.451804	0.047207	-0.037367	-0.925227	-0.895725	-0.173483	-0.050759	-0.108160	-0.318501	-0.068104
CAC1496	-0.312182	-0.672287	0.288582	0.006764	0.264693	0.202114	0.537779	0.741362	-1.476540	-1.816764	-0.618908	-1.392985	-0.714132	-0.617029	-0.211615	-0.359031	0.019820	0.112420	0.238969	0.219590	0.270265	-0.085330	0.831962	0.043741	-0.128271	0.449745	0.584609	1.589802	1.564019	0.380518	-0.143874	-0.536389	1.867061	1.476890	3.277379	2.916422	2.020717	3.307178	3.352512	1.392269	1.219201	1.653607	0.113445	-0.107861	-0.095301	0.184953	-0.594946	-0.198700	-0.686702	-0.733535	-0.328680	-0.167039	-0.025425	0.255906	-0.412771	-0.197422	0.530426	0.053423	0.307754	0.537265	0.255081	-0.681083	1.126422	0.552612	0.776269	1.392547	0.598794	0.958879	0.590699	1.087807	0.606434	1.780714	0.000247	2.522913	-0.192898	0.000000	2.547471	-1.524138	0.389595	1.201719	0.871366	-0.399149	-0.177787	0.023686	-0.610141	-0.664693	-0.887449	-0.477457	0.197621	0.327735	-0.598206	-0.409353	-0.776440	-1.027284	-0.879675	-1.022654	-0.331880	-0.498415	-0.375148	-0.013149	-0.536452	-0.591956	-0.212077	-0.137197	-0.589703	-0.677555	-0.089305	-0.050051	-0.580045	-0.217920	-0.393274
CAC1497	-0.060338	0.248544	0.306377	0.253578	-0.000174	0.396859	0.128405	0.483929	-0.951427	-0.790637	-0.401905	0.121215	-0.315252	-0.212765	-0.601660	-0.316471	-0.056241	-0.234994	-0.521331	-0.224791	-0.082954	-0.331916	0.124165	0.461443	0.000000	0.396920	0.744716	0.377813	0.458947	-0.199409	-0.089151	-0.261974	1.197861	1.705908	1.039314	1.436306	0.479441	0.711472	0.466901	0.025973	0.187339	-0.299886	-0.454509	-0.754220	-0.356962	-0.335290	-1.160845	-1.484553	-1.732661	-1.632272	-1.137923	-0.893937	-1.185030	-0.972914	-1.289481	-1.644756	-1.244300	-0.928086	-0.442164	-0.628894	0.144685	-1.000889	1.155929	1.494868	1.251455	1.107567	0.890606	0.434713	1.083133	1.271579	1.585824	3.001685	2.036188	3.105460	2.501529	2.865585	2.579513	3.083935	-0.559520	-0.277963	-0.450282	-0.537339	-0.217354	-0.401142	-0.763461	-1.051188	-1.114762	0.161468	0.685042	1.133463	0.136494	-0.398521	0.650733	-0.712917	-0.296827	0.137827	0.043423	0.085962	-0.354302	-0.373171	-0.565861	-0.207546	0.543803	0.503126	-0.006736	0.058601	0.623883	0.408507	0.141458	0.189477	0.594169
CAC1498	0.071930	0.136259	0.171274	-0.034708	-0.081249	-0.019041	0.044006	0.129039	0.265938	-0.051717	0.283320	0.058262	-0.054047	-0.267947	-0.379836	-0.353485	-0.509441	-0.402519	-0.985597	-1.061341	-1.056515	-1.004521	0.246273	-0.615682	0.170338	0.000000	-0.274806	0.224029	-0.157912	-0.279753	0.102893	-0.560667	-0.273724	-0.742949	-0.568924	-1.374280	-0.679336	-1.167601	-1.111858	-0.133412	-0.844090	-0.089163	-0.636252	-0.929947	-1.152431	-0.018266	-1.080211	-0.000556	-1.037744	0.126433	-0.592104	0.011533	-0.586490	0.414663	-0.710509	0.211657	0.068658	-0.272057	0.899076	0.108526	1.222917	0.174088	2.672803	2.542830	1.856745	1.668858	1.842944	1.439529	1.499977	2.266013	2.813215	2.872162	2.361114	2.968667	1.884979	2.319837	2.502807	2.269938	-0.872368	-0.676246	-1.092301	-0.600359	-0.311185	-0.434025	-0.450453	-0.927717	-0.774123	0.087531	0.398760	0.498265	0.333586	-0.305560	0.420558	-0.360334	-0.034906	0.349903	0.130193	0.206838	-0.182104	-0.091811	-0.495411	0.008649	0.387965	0.273533	0.366152	0.475924	0.387896	0.394714	0.169190	0.388449	0.441763
CAC1499	0.311704	0.416210	0.338899	0.373322	0.559220	0.419689	0.725909	0.865246	-0.381452	-0.068701	0.596534	0.135944	-0.333028	-0.167735	-0.307102	-0.280157	-0.135851	-0.105005	-0.086859	0.243676	0.017457	0.056790	-1.980578	-1.444647	-0.381692	-2.182599	-1.710430	-1.198373	0.506735	0.241868	-1.650155	-1.726659	0.166156	0.000000	0.857882	2.418794	1.818514	2.202752	2.785978	1.804699	2.295353	0.053408	1.935261	1.522073	1.906044	0.655512	1.286166	0.914003	0.542078	1.096501	1.638858	0.357797	1.268953	-0.102978	0.401762	0.001093	0.559525	0.315390	-0.626667	0.223895	-0.417825	-0.587660	-1.110640	-1.704660	-1.902307	-1.013013	-1.329880	-0.415551	-1.471724	-1.832458	-1.955375	-1.867403	-1.901444	-1.510757	-1.138664	-0.437653	-1.391533	-0.491769	-0.231876	-0.024591	-0.141137	0.047685	0.191095	-0.006214	-0.114792	-0.062926	0.003459	-0.047144	0.110923	0.487025	0.064884	-0.153360	0.369346	-0.434767	-0.233869	0.128145	0.182350	-0.089901	-0.209021	-0.163325	-0.404407	-0.126994	0.162769	-0.067591	-0.087836	0.092962	0.191701	0.162558	0.132362	-0.172853	0.142763
CAC1500	0.091787	-0.791182	-0.312551	-0.329107	0.102215	nan	-0.089248	nan	0.629545	-1.017646	nan	nan	-0.925500	-1.092394	1.368595	1.994656	1.812416	2.208534	3.633547	2.514635	3.461547	3.256639	1.520978	nan	0.277075	1.654195	1.343554	nan	nan	0.263807	nan	0.223694	nan	0.413279	1.097343	1.800456	0.614894	nan	nan	0.912738	nan	0.886628	0.456204	0.802025	1.128046	-0.623361	-0.244105	0.295983	nan	0.250580	-0.396589	nan	nan	0.122341	-0.280673	nan	nan	0.063829	-0.837223	-1.159206	-0.489387	-1.102390	-0.955593	2.852785	-0.526742	nan	nan	0.342154	0.123492	-0.496552	0.016433	-0.001122	-0.545042	nan	-0.816039	nan	0.527394	-0.595321	-0.341601	-0.338987	-0.298411	-0.310768	-0.425207	-0.499193	-0.167730	0.003206	0.171057	-0.226003	-0.043096	-0.175687	-0.145917	-0.240979	0.066462	-0.526467	-0.120228	0.097855	0.036886	0.051181	0.011562	-0.055415	-0.061103	0.421567	-0.117544	-0.215252	-0.399794	-0.071452	-0.148658	0.001122	0.020656	-0.374401	-0.077812
CAC1501	0.195831	-0.024761	0.668100	0.571019	0.535693	0.618188	0.799293	0.726004	0.130102	0.637815	-0.486120	-1.505947	2.078880	1.830704	1.591936	1.355593	1.411015	1.232871	2.038374	1.781672	1.707921	1.551253	1.586436	0.939738	-0.317970	0.821891	1.733483	-0.058658	-0.610768	-0.669798	1.420196	1.163906	-1.536018	-2.244409	0.000000	-0.318342	-1.135936	-1.130219	-0.458264	-0.322884	-0.195089	-1.351418	-1.790024	-0.928453	-0.816751	0.256716	-0.733683	-0.016731	0.034676	0.059087	0.570982	0.474054	0.389377	0.624993	-0.369849	-0.957377	-0.312284	-0.173882	-0.296151	-0.451156	0.248190	0.031556	1.622275	0.568956	-0.617576	0.766537	0.744781	0.653636	0.586975	1.105720	0.625421	-1.104465	0.935591	-0.321374	-0.124364	0.292194	1.267975	0.228518	0.681082	1.487394	1.448006	0.359504	0.429061	0.737745	-1.069422	-1.588255	-1.857409	-0.332393	-0.368164	-0.234409	-0.939320	0.713868	-0.071657	-0.545813	-0.308931	-0.381334	-0.507536	-0.472354	0.404664	-0.329385	0.088239	-0.807186	-0.838759	-0.898879	-2.131304	-2.599722	-1.104414	-1.008044	-0.696146	-1.158120	-0.872204
CAC1502	-0.174022	0.426030	0.411158	0.705779	0.896518	0.648225	1.132549	0.890340	-0.334535	0.526800	0.513331	-0.546082	-0.434430	-0.326542	-0.134510	-0.108891	-0.395388	-0.386675	-0.560611	-0.268660	-0.468358	-0.188211	0.413035	0.297714	0.435563	0.166539	0.595102	1.227163	1.185205	0.224871	0.352449	0.424886	0.213191	1.030958	1.811301	3.523728	3.851794	2.404355	2.476276	1.824063	2.862371	2.483848	3.016462	2.015783	1.957315	-0.247521	1.244552	0.261562	-0.124439	-0.058200	0.214139	-0.908710	0.471087	-0.686818	-0.002856	-0.137036	-1.331025	-0.796797	-0.657584	0.475112	-1.147592	-0.780260	-0.562645	-0.192534	-0.150508	-0.900059	-0.606186	-0.059510	-1.621072	-0.300067	-1.082907	-0.873518	-1.503097	-1.362352	-0.806088	-0.218469	-0.301094	-0.730128	1.112612	0.962930	0.686424	0.915744	0.635834	1.077429	0.593212	0.799013	0.587927	0.076614	0.095218	-0.119540	-0.370987	-0.114356	-0.224935	-0.447010	-0.245567	-0.303286	-0.018908	-0.119975	-0.313771	0.468776	0.482726	0.014122	-0.288503	-0.342682	-0.052215	0.054234	0.361683	0.336992	0.000000	-0.243399	0.072223
CAC1504	0.120335	0.332523	0.467901	0.060453	0.820660	0.211406	1.203656	0.789708	0.090008	0.634123	0.648604	-0.122810	1.250121	1.301336	0.955603	0.807477	1.280233	1.159853	1.869925	1.551087	1.226392	1.197226	-2.538446	-0.579269	-1.276480	-1.430798	-1.180382	-0.542315	-1.473044	-1.537718	-0.675296	-0.482829	-0.771080	-0.328797	1.445102	2.345206	2.190130	1.567241	1.755606	2.102264	2.349374	1.576714	2.508469	2.327776	2.102522	1.104148	1.805071	0.900620	0.682226	0.430804	0.490597	-0.124891	-0.258444	-1.159978	0.000000	-0.824352	-0.384163	-0.294063	-0.670615	-0.685400	-0.899741	-0.497195	-1.614841	0.521748	-1.345793	-0.765793	-0.554965	-0.605180	-0.844260	-1.511016	-0.373965	-0.858115	-0.363109	-1.095676	-0.723410	-0.370667	-0.358673	-0.228917	-0.560981	-0.405495	-0.775366	-0.334470	-0.282800	-0.299586	-0.234227	0.121493	0.054998	0.122941	0.413702	0.455482	0.193865	-0.215176	0.187697	-0.416524	-0.053155	0.349683	0.419303	0.121433	-0.178569	-0.262676	-0.333573	0.183269	0.043715	-0.008456	0.758115	1.105168	0.109473	0.076651	-0.205753	-0.120397	-0.094833
CAC1505	0.357640	0.138340	0.209447	-0.123229	0.130758	0.133468	0.221042	-0.158050	0.349030	0.008546	0.280308	0.615786	-0.156758	-0.176714	-0.264873	-0.200344	-0.287265	-0.257452	-0.538434	-0.412122	-0.303651	-0.429185	-0.484664	-1.171958	0.058629	-0.170658	-0.292540	-0.310538	-1.414655	-0.449178	-0.232146	-0.989715	-0.223228	-0.849963	0.051288	-1.164704	-0.396856	-1.065690	-0.739664	0.529818	-0.507126	0.608619	-0.148708	0.092583	-0.248333	0.161843	-0.736070	0.105214	-0.323654	-0.064339	-0.632938	0.463011	-0.665463	0.096774	-0.917331	0.166544	-0.398742	-0.300814	0.440272	-0.287133	1.112609	0.000499	2.060815	1.773668	1.792596	1.667537	1.024981	1.103722	0.885123	1.978052	2.024481	2.967427	2.343496	3.747877	3.129342	4.046962	1.695691	3.227408	-0.602885	-0.526593	-0.616067	-0.348331	-0.241922	-0.300508	-0.402371	-0.911381	-0.883502	0.397294	0.692865	0.783296	0.290329	-0.127939	0.286338	-0.360694	0.131572	0.258923	0.364914	0.337862	0.028913	-0.162752	-0.435504	-0.115987	0.317573	0.077108	-0.274559	-0.083676	0.319387	0.361814	0.000000	0.023059	0.205106
CAC1506	0.074675	0.599406	-0.093569	-0.668598	-0.007464	0.104963	0.206375	-0.166592	0.168585	0.646908	0.753351	0.184439	1.656837	1.820345	1.496177	1.699638	1.351529	1.453648	1.172089	1.699005	1.386161	1.454516	-0.327705	0.461316	-0.389591	0.211294	0.653835	-0.235928	-0.588474	-1.100845	0.000000	0.769173	0.133561	1.585936	1.766376	3.248425	2.362817	1.354532	0.923464	0.589852	1.805800	-0.255032	1.581071	1.025782	1.179375	-0.641022	1.121284	0.167408	0.707408	0.748838	0.941614	-0.565104	0.629343	-0.620909	-0.098169	-0.588966	-0.591139	-0.772564	-1.532973	-0.200003	-1.364239	0.008936	-3.194077	0.415125	-1.839668	-2.121499	-1.964802	-1.494154	-1.822202	-1.807866	-0.639038	-0.135500	-1.088100	-0.945644	-0.786989	-0.660313	0.678184	-0.930523	-0.415642	-0.360728	-0.365465	-0.357444	-0.395463	-0.186211	-0.187488	-0.401280	-0.543289	0.134015	0.126185	0.055591	-0.087881	-0.236129	0.600233	-0.210072	0.051642	0.154617	-0.142736	0.060372	-0.360475	-0.461179	-0.198061	-0.090356	-0.335961	-0.410237	0.309816	0.409212	0.236655	0.395292	-0.060612	-0.275518	0.064768
CAC1507	0.295205	-0.291006	0.189712	-0.024119	0.273584	-0.065546	0.558691	0.511336	-0.409630	0.007476	0.337041	-0.570750	0.504144	0.780699	-0.282539	0.644674	0.471846	0.529123	-0.116664	-0.058699	-0.156210	-0.093106	1.591979	0.325255	-0.005393	2.180205	1.539845	2.001448	1.498667	0.551651	2.179718	2.733739	0.934294	1.667478	1.036978	3.222136	3.530934	1.827029	2.048765	0.620565	1.705200	0.338688	0.769787	-0.240113	-0.583577	0.845933	-0.260169	0.687722	0.283004	0.471259	0.187504	0.109051	-0.029284	-0.335053	-0.534930	-0.661916	-1.330186	-0.969528	0.023840	-0.635982	-0.023279	-0.157601	-0.798256	-0.597677	0.927404	0.831412	-0.875250	-0.594350	-1.914783	-1.149889	-0.389295	1.892443	-0.510487	-0.425907	-0.588690	nan	0.005393	-0.252155	-1.967805	-1.108259	-1.593197	-0.794335	-0.479745	-0.617525	-1.429687	-1.168879	-1.502291	-0.379255	0.382023	0.535171	0.252794	-0.331580	0.443757	-0.923061	-0.015077	0.593230	-0.394033	-0.101808	-0.592365	-0.836602	-1.083642	-0.490598	0.372281	0.178939	-0.061013	-0.012283	0.615020	0.522520	0.367847	0.055948	1.072864
CAC1508	0.409876	-0.284666	0.121221	0.324530	-0.098636	-0.335185	-0.197096	-0.000522	0.476932	-0.619875	0.883017	-0.666900	1.067360	0.572544	-0.910454	-1.025236	1.112635	0.575504	1.116297	-0.098229	0.476726	0.913317	1.056250	nan	0.261642	0.982156	-0.673087	nan	nan	-0.301511	0.424732	0.643474	nan	-0.869593	nan	-1.113002	nan	-1.172247	nan	0.248492	-1.346715	0.072869	-0.398523	-0.482884	-0.564582	0.420304	-0.504518	0.486328	-0.827650	1.084381	1.901743	0.682163	2.281831	0.861725	3.033621	3.460802	1.993072	2.512806	1.486948	4.144380	0.191762	1.770165	-0.490705	1.364717	0.717803	0.613078	-0.445895	-0.095380	-1.126215	-1.042757	-0.429190	1.960344	-0.543362	1.171664	-0.314458	nan	-0.222445	nan	-1.201990	-0.806152	-0.931613	-0.681687	-0.429366	-0.615231	-0.403085	-0.141564	-0.233136	-0.196152	0.011514	0.533753	0.122878	-0.562231	0.083390	-0.466677	-0.012716	0.503306	-0.012767	-0.098975	-0.497471	-0.749951	-0.995911	-0.351170	-0.143635	-0.311328	0.251311	0.553296	0.215580	0.141207	0.035009	0.000522	0.158675
CAC1509	0.241540	0.471875	0.169614	0.094474	0.065775	0.600566	0.456139	0.345811	0.196778	-0.692441	0.203493	0.590106	1.385646	1.691377	1.187077	1.509330	1.225269	1.148132	1.311614	1.544481	1.946646	1.746161	-1.321602	-0.376140	-0.261869	-1.499777	-2.729100	-1.550205	-2.291955	-1.307920	-2.921931	-1.374176	-1.530198	-2.244394	-0.670664	-0.610504	-0.458678	0.814828	0.015829	-0.634842	0.475905	-0.551271	-0.210598	-0.055187	-0.320774	-0.354564	-0.124957	-0.072358	-0.125696	0.152107	0.435384	0.466294	0.984143	1.036745	0.680525	1.174659	3.071965	1.473909	1.097652	1.894173	0.748495	2.700397	-0.969663	0.046939	-0.866967	-0.591401	2.278822	1.452549	0.732244	-0.877776	-0.423387	-0.527920	-0.627937	-0.956273	-0.552339	-0.442654	-0.122847	0.080407	-0.599764	-0.493604	-0.417141	-0.370456	-0.452631	-0.555946	-0.196669	-0.517439	-0.132988	0.125089	0.143644	0.027469	-0.084293	-0.484614	0.189399	-0.339970	-0.103005	0.110534	-0.175246	0.049514	-0.340761	-0.113353	0.000000	0.335646	0.205445	-0.032936	-0.071058	0.183533	0.202108	0.300889	0.065014	-0.044793	0.369159
