GENE	Log_Ratio_54_1	Log_Ratio_54_2	Log_Ratio_54_3	Log_Ratio_54_4	Log_Ratio_54_5	Log_Ratio_54_6	Log_Ratio_54_7	Log_Ratio_54_8	Log_Ratio_7311_1	Log_Ratio_7311_2	Log_Ratio_7311_3	Log_Ratio_7311_4	Log_Ratio_7311_5	Log_Ratio_7311_6	Log_Ratio_7311_7	Log_Ratio_7668_1	Log_Ratio_7668_2	Log_Ratio_7668_3	Log_Ratio_7668_4	Log_Ratio_7668_5	Log_Ratio_7668_6	Log_Ratio_7669_1	Log_Ratio_7669_2	Log_Ratio_7669_3	Log_Ratio_7669_4	Log_Ratio_7669_5	Log_Ratio_7669_6	Log_Ratio_7669_7	Log_Ratio_7669_8	Log_Ratio_7669_9	Log_Ratio_7669_10	Log_Ratio_7669_11	Log_Ratio_7669_12	Log_Ratio_7669_13	Log_Ratio_7669_14	Log_Ratio_7669_15	Log_Ratio_7669_16	Log_Ratio_7669_17	Log_Ratio_7669_18	Log_Ratio_7669_19	Log_Ratio_7669_20	Log_Ratio_7669_21	Log_Ratio_7669_22	Log_Ratio_7669_23	Log_Ratio_7669_24	Log_Ratio_7670_1	Log_Ratio_7670_2	Log_Ratio_7670_3	Log_Ratio_7670_4	Log_Ratio_7670_5	Log_Ratio_7670_6	Log_Ratio_7670_7	Log_Ratio_7670_8	Log_Ratio_7670_9	Log_Ratio_7670_10	Log_Ratio_7670_11	Log_Ratio_7670_12	Log_Ratio_7670_13	Log_Ratio_7670_14	Log_Ratio_7670_15	Log_Ratio_7670_16	Log_Ratio_7670_17	Log_Ratio_7670_18	Log_Ratio_7670_19	Log_Ratio_7670_20	Log_Ratio_7670_21	Log_Ratio_7670_22	Log_Ratio_7671_1	Log_Ratio_7671_2	Log_Ratio_7671_3	Log_Ratio_7672_1	Log_Ratio_7672_2	Log_Ratio_7672_3	Log_Ratio_7672_4	Log_Ratio_7672_5	Log_Ratio_7673_1	Log_Ratio_7673_2	Log_Ratio_7673_3	Log_Ratio_7673_4	Log_Ratio_7674_1	Log_Ratio_7674_2	Log_Ratio_7674_3	Log_Ratio_7674_4	Log_Ratio_7674_5	Log_Ratio_7674_6	Log_Ratio_7675_1	Log_Ratio_7675_2	Log_Ratio_7675_3	Log_Ratio_7675_4	Log_Ratio_7675_5	Log_Ratio_7675_6	Log_Ratio_7676_1	Log_Ratio_7676_2	Log_Ratio_7676_3	Log_Ratio_7676_4
Cj0962	-0.600407	-0.188985	-0.230127	-0.217857	-0.124024	-0.439447	-0.249616	0.010230	0.521325	-0.370288	0.000000	-0.294912	-0.744038	-0.368238	-0.456447	nan	-1.434727	6.086308	nan	nan	nan	0.582089	0.249328	-0.353669	-0.141631	0.007391	0.022893	-0.280536	-0.338693	0.540474	0.282126	-0.046230	-0.182692	-0.572121	0.184600	0.046731	0.248398	0.233743	0.342742	-0.019275	-0.623353	-0.396994	0.421996	0.221677	0.145659	0.231108	0.261757	-0.250082	-0.338451	-0.265944	-0.149168	-0.161577	0.005402	0.046368	-0.000186	-0.401905	0.224000	0.166448	-0.176292	0.342113	0.105696	-0.189012	0.018552	0.494817	0.276430	0.042480	0.244210	0.333831	-0.387267	0.002789	-1.891289	-1.564288	1.893357	-1.876088	2.704580	-0.063667	-0.087259	0.420881	0.867666	-1.294298	0.245752	0.223374	1.795569	2.233379	-2.358895	-0.690637	0.223887	-0.777994	1.045312	-0.735789	1.397724	0.876096	1.248430	-0.211018	-0.946759
Cj0963	0.371994	0.007583	0.421904	0.570039	0.396835	0.271946	0.371766	0.509190	-0.787197	-0.640047	0.093545	0.113356	nan	0.378307	-0.128935	-5.656726	-0.488505	0.996503	0.172122	nan	-5.554992	0.000925	0.122741	-0.186373	0.290403	0.107532	0.193147	0.025368	-0.205110	-0.093171	0.659828	0.354873	-0.240811	-0.000925	0.220038	0.446756	-0.230421	-0.051786	-0.139865	0.321993	-0.185635	0.249348	-0.318634	-0.034273	-0.276175	-0.112292	-0.383139	0.516494	-0.071498	-0.145085	-0.034734	0.375073	0.075768	0.031259	-0.103287	0.424468	0.222550	-0.059700	-0.107252	0.317401	0.127670	0.082036	0.251484	-0.038563	-0.233874	-0.003556	-0.187266	nan	0.635174	1.085876	-0.451475	0.177709	-0.207685	-0.544882	-1.156182	-0.184560	-0.364123	-0.384162	0.017821	-0.482894	-1.974178	0.957924	-1.203348	1.474782	-0.151644	-0.393828	0.406861	-0.504416	0.430438	-0.471754	0.047762	0.536338	1.326857	-2.591740	-0.948766
Cj0964	0.341613	0.440533	0.882501	1.058561	0.415123	0.234524	0.662878	0.863442	-0.532513	0.004875	0.042746	0.684465	nan	-0.629737	-0.094727	-3.996200	-1.031381	-1.383381	-0.042645	1.610498	1.750018	0.327753	0.121057	-0.373180	-0.066607	0.708451	0.621820	0.113174	-0.120895	-0.360155	0.081495	0.542084	-0.036919	0.142448	0.213846	0.761754	-0.293909	-0.233081	-0.444379	0.367096	-0.426777	0.274481	-0.840385	-0.004875	0.045676	-0.346923	-0.426521	0.513726	-0.218315	0.358683	0.693905	0.745696	0.613184	-0.156561	-0.667089	-0.153643	-0.117787	0.113269	0.396084	0.441690	-0.398887	0.690658	-0.341483	-0.163319	-0.298953	0.048116	-0.298891	-0.183969	-0.282576	-0.276541	1.977236	-0.267683	0.389576	-0.042220	-0.469990	-0.578646	-0.679793	-0.407022	3.727045	1.844241	-2.457737	0.876386	-0.283420	0.419090	3.535955	-0.064640	-2.460024	0.155290	-1.402858	0.099408	-1.831505	0.742285	-0.102584	-1.319100	0.199236
Cj0965c	-0.272881	-0.426843	0.236377	0.200058	0.071362	0.390339	0.411657	0.809589	-0.550164	-0.287672	-0.831859	0.212442	-1.098982	-1.378948	-1.065368	nan	nan	nan	0.260135	nan	nan	-0.293179	-1.257749	-1.114269	-1.618538	-0.397578	-0.835644	-0.025985	1.363671	0.735238	-2.145500	-2.345966	1.670797	0.492894	-0.963308	-1.242036	1.470718	0.248917	-0.030081	-0.641786	1.747162	0.731664	1.194663	0.528834	1.616334	0.985657	0.568043	-0.799772	0.025985	-0.568058	-0.678033	-0.697514	-0.506733	-0.251655	0.255244	-0.432412	0.218147	0.368000	0.374049	-0.864785	0.242888	-1.588658	-1.203379	0.129694	1.151431	1.322966	0.930719	0.745434	0.433161	1.314453	-0.334294	-1.599699	-1.697968	-1.260020	1.455847	0.097302	0.453478	0.031122	-1.398529	0.912068	-1.081397	-0.470726	2.247483	-0.458791	-0.091367	-0.196632	-0.139793	0.945788	-0.644052	0.104317	-1.729582	1.241796	1.788503	-0.925160	1.804562
Cj0967	-0.100389	-0.465445	-0.220614	0.014969	-0.533102	-0.462038	-0.328671	0.032005	-1.599007	-0.177870	-0.728699	-0.159811	-0.827835	-0.092221	-0.423231	0.087640	-0.697178	0.363498	0.700831	0.918251	-5.889934	0.544155	0.304634	0.155305	0.103402	0.508322	0.487484	-0.185636	-0.153310	-0.282320	-0.276603	0.238485	0.255596	-0.134270	-0.308768	0.359083	0.430722	0.362310	0.333778	-0.472911	-0.284732	-0.000496	0.000000	0.075077	0.052213	-0.118985	-0.010142	-0.148446	0.277644	0.673205	0.068947	0.042597	0.079423	0.268561	0.377971	0.115939	0.296015	-0.018055	0.122665	-0.000874	0.213070	0.146492	0.408445	-0.264299	-0.243898	-0.235905	-0.114807	-0.196715	0.459510	0.075557	0.939255	0.910585	-1.738653	-0.881187	-0.958417	1.535919	0.772457	0.457535	-0.553865	-1.633274	-0.761307	0.589740	-1.144060	1.534790	0.338644	1.358365	-3.294804	0.858888	-2.487320	-0.552829	-2.081962	-0.530370	-0.644369	2.594056	0.916369
Cj0969	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.250361	1.031279	-0.193777	0.151283	2.171097	0.848210	0.208449	-0.510853	-0.549133	-1.052403	-0.912437	0.034019	-0.540485	-0.874132	-0.034019	0.234829	1.633276	0.751396	-1.821626	-1.638134	-1.799480	-0.250710	0.496377	1.104973	0.213757	-0.903685	-0.775190	0.482791	1.661923	-0.081452	-1.015013	-0.118101	0.581182	1.442326	0.210948	0.278326	0.438853	-0.073596	0.057493	-0.455796	0.731377	1.758530	-1.124887	-1.076354	-0.638266	-0.918338	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
Cj0970	0.295604	0.174161	0.209563	-0.039148	0.071988	-0.194201	0.278127	0.010594	nan	nan	-0.853069	nan	nan	1.666000	1.380640	nan	-2.516763	nan	nan	nan	nan	0.420013	0.250326	-0.189125	-0.089387	0.208491	0.385107	-0.359334	-0.369096	-0.150615	-0.361070	0.298959	0.140116	-0.318335	-0.458642	0.021392	-0.045568	0.623897	0.304888	-0.577278	-0.589921	-0.170861	-0.366660	0.057590	0.148194	-0.379995	-0.367737	0.350501	-0.273165	-0.080694	-0.113139	0.414350	0.135541	0.121435	-0.098821	0.276734	-0.036086	-0.146250	-0.202002	0.317471	0.139491	0.065236	-0.010594	-0.212759	-0.392976	-0.287681	-0.306874	0.151963	0.295645	0.882689	2.028106	-1.779474	-1.477122	2.389674	-2.702395	0.367082	0.166680	0.780380	1.877920	1.788447	-1.693353	-0.045578	-2.765806	1.944610	0.108593	-0.122105	-1.015558	-2.008092	0.907847	-0.629248	0.595711	-2.155983	-0.918805	0.978920	3.267639
Cj0971	0.617068	0.547810	0.585285	0.838597	0.396013	0.173534	0.439180	0.740403	-1.851672	0.614643	-0.770801	-0.743340	-1.072723	0.474554	0.170209	0.815117	0.882386	0.674108	0.804201	1.307168	0.382118	0.233890	0.239788	-0.006429	0.006429	0.481754	0.655549	-0.331784	-0.343445	-0.508786	-0.599238	-0.093877	0.024945	-0.209561	-0.384668	-0.055388	-0.293188	0.153022	0.240963	-0.399077	-0.226318	-0.227600	-0.136099	0.108099	0.302824	0.149806	-0.256005	-0.594133	0.437561	-0.037446	-0.129340	0.029838	-0.128248	-0.145007	0.146486	0.121531	-0.082890	0.233268	0.190905	-0.094664	-0.112680	-0.137781	-0.069772	-0.275080	-0.366373	-0.092238	-0.041918	nan	1.236772	1.282064	3.198034	-2.264600	-2.467363	1.267729	-1.857792	0.178406	0.819594	-1.346955	1.326645	-0.237124	-0.853701	-0.066776	-2.802703	1.582671	-0.009339	0.650831	-1.943652	1.713444	-1.745016	1.647156	-1.125976	-0.783487	-2.635043	2.551168	1.689157
Cj0972	0.039783	0.341414	0.351451	0.561166	0.071478	0.156526	0.293872	0.661534	-0.684687	-0.285515	0.041372	2.802840	-0.017951	1.565371	1.414439	-6.597528	nan	-3.002603	nan	nan	nan	0.656001	0.375043	0.008907	0.064949	0.669660	0.392951	-0.299796	-0.229520	-0.139183	-0.167555	0.301765	0.032419	-0.334125	-0.541645	0.192478	-0.027731	0.216956	-0.081958	-0.466846	-0.324273	-0.331383	-0.255510	0.222149	0.260358	-0.078909	-0.290948	0.195145	0.044349	-0.042189	0.011124	0.000000	-0.053759	0.104446	0.005533	0.132777	-0.039208	0.138666	-0.024579	0.292138	0.163280	0.262414	0.297176	-0.190289	-0.269387	-0.201040	-0.278803	0.082871	0.366419	0.360437	-0.688883	-0.472805	-0.486643	0.805097	-1.511214	1.411470	-1.480512	0.464492	0.251470	-1.392886	-1.547917	1.375528	-0.234461	0.172546	-0.752078	-0.009798	-0.408769	-0.446709	-0.159528	-1.769264	-0.038561	-1.211442	-0.357510	-0.430300	0.644973
Cj0973	0.552093	-0.137602	0.094008	0.655348	0.128806	-0.156998	0.148772	0.503033	-2.717703	-1.792826	-1.198399	nan	nan	nan	nan	-2.338638	nan	-3.261461	nan	nan	nan	0.471769	0.158346	0.163662	-0.223482	0.602289	0.558866	-0.212068	-0.263113	-0.426893	-0.811982	0.071814	-0.031297	0.954855	0.257134	-0.118996	0.148445	0.291904	-0.310517	-0.614034	-0.044318	0.452209	-0.355109	-0.193649	0.005251	-0.194175	-0.068192	0.120403	0.349053	0.086329	0.400951	0.197706	0.085033	-0.018299	-0.343500	0.041570	0.210993	-0.151362	0.146173	0.320432	-0.147451	0.351034	-0.163455	-0.324474	-0.291208	0.042717	-0.163453	-0.023550	0.026868	0.073671	2.541737	-4.102742	-0.031312	2.319174	-0.000282	0.473116	-0.250903	0.199906	-0.408692	-1.453626	-1.222164	1.822069	0.433146	-0.182820	2.331017	-0.037791	-0.898050	0.670952	-0.500767	1.820859	0.000000	0.721701	-0.210055	-0.549851	2.103868
Cj0974	-0.129397	0.214112	0.466826	0.325589	0.162157	0.022433	0.393181	0.423950	-2.368592	-1.837036	nan	-0.760694	nan	nan	nan	1.229255	-2.620418	1.833216	0.180816	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.308049	-0.266613	0.207171	-0.223537	0.210328	0.295885	0.067239	-0.016771	0.329310	-0.131473	0.107007	-0.147883	0.016771	-0.122357	0.549338	0.331436	0.437342	0.237184	-0.107375	-0.319127	0.091476	-0.155622	nan	nan	nan	-0.956321	-1.166916	-1.120368	1.409787	1.020091	-0.541105	-0.419336	-1.288753	-2.075091	0.595967	-0.825026	-1.028392	-1.717347	-1.065094	1.927522	0.669938	0.215487	-0.093904	-1.072650	0.912022	-0.075100	0.634909	-0.532616	-1.636832	3.079846
Cj0975	-0.026514	-0.269364	0.063566	0.249203	-0.448306	-0.170154	-0.280319	0.333805	-3.309904	-0.350337	-1.320106	0.433260	-2.942683	0.195810	-0.153707	0.712688	1.352070	0.836514	1.264960	1.543172	-0.403199	0.304232	0.052324	0.356729	-0.122540	0.634605	0.661142	-0.399178	-0.313856	-0.442813	-0.190544	0.303920	0.482459	-0.261482	-0.489321	-0.190432	0.010098	0.132723	0.227612	-0.627902	-0.366944	-0.027492	-0.053826	0.169134	0.143145	-0.476151	-0.073727	0.230010	0.174556	-0.010715	-0.147967	0.176898	-0.121816	0.027819	0.169277	-0.212867	-0.112113	0.111075	0.158509	-0.286563	-0.124396	0.000000	0.374893	0.070677	-0.087096	0.193030	-0.040858	0.004469	1.464973	-0.124526	0.705389	0.441321	2.535460	1.501200	-1.074365	-1.343320	2.739016	-1.927632	2.175130	2.448959	2.641340	0.089298	-1.498500	0.016376	-1.305048	-0.703499	2.294035	-0.916234	-1.804454	-0.189957	-0.091064	-1.023370	-1.194507	0.039601	1.137597
Cj0976	0.107666	-0.058942	0.111347	0.251722	-0.185509	0.012856	0.163815	0.349293	0.180804	0.342668	0.065291	0.731580	0.790476	-0.125246	0.000000	0.345934	0.458697	0.565628	0.399823	nan	0.661066	0.182599	0.128385	-0.319249	-0.259770	0.437940	0.114889	-0.235722	-0.378131	-0.611171	-0.584182	-0.029089	-0.164750	0.141102	-0.127493	0.451217	0.132579	-0.272018	-0.410993	-0.331143	0.244341	0.786891	-0.491082	-0.346264	-0.268805	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.509503	0.291556	2.195575	-2.425667	-2.322711	1.054275	-2.485158	-0.961106	1.331037	-2.284069	0.107335	1.765994	-2.792140	-1.473333	-0.390266	2.582566	-1.371076	-0.430745	-0.508385	-0.577118	-0.757060	-0.751462	-0.254640	-2.554931	-1.375651	1.123375	0.436217
Cj0977	-0.167819	-0.551321	-0.124056	-0.083173	0.601488	0.801877	0.027387	-0.011770	-0.467633	0.593323	-0.202320	0.094085	2.936935	0.722340	0.657507	-0.774724	2.042546	1.267745	0.034463	1.622422	1.261446	-0.189444	-0.080771	0.376041	-0.655173	-0.497314	-0.608071	-0.882485	0.875299	1.096079	-0.846612	-1.012032	1.291113	-0.564046	-0.668464	-0.736053	0.200479	0.736935	0.206875	-0.944337	1.403249	-0.405078	0.241844	-0.206294	-0.003498	-0.392602	1.621028	0.494391	-0.970128	-0.771600	1.222819	0.350898	-0.561638	0.438024	-0.766111	-1.194077	0.710426	0.892862	-0.315357	-1.971270	-0.812930	-1.213733	-1.099606	-0.524414	2.233514	1.123915	-0.210188	nan	0.725546	0.833049	-1.040660	-1.498065	0.375693	-1.241303	0.654103	0.037214	-0.142199	0.105264	0.408023	0.378252	-2.044366	1.430682	-0.412410	-3.420436	0.161892	0.003992	-0.837594	-0.297708	-0.423206	0.397668	0.003498	0.808858	0.017559	-2.668127	0.684305
Cj0978c	0.260864	0.436728	0.517953	0.568626	0.411392	0.423315	0.326441	0.789201	0.051685	-1.035462	0.034878	-0.421896	0.590865	0.441305	0.185392	-2.847782	1.024960	0.411650	-0.189807	1.442788	1.073646	-0.766890	0.002886	0.665528	0.933199	-0.983554	-0.781489	0.109598	0.336773	0.224921	0.000000	-0.409964	-0.421957	-0.732762	0.038857	-0.088090	0.797253	-0.395690	-0.221399	0.182247	0.084604	-0.674169	0.285154	0.095607	0.182457	0.051029	0.366602	-0.255885	-0.515899	0.086321	0.654863	-0.202673	-0.187436	-0.003342	0.267893	-0.209398	-0.338562	-0.128938	-0.105509	-0.173025	0.016410	-0.025397	0.235978	-0.463219	-0.004508	-0.236391	-0.237720	0.255796	-0.833161	-1.019461	-3.921684	0.881069	-0.218587	1.365881	0.841829	-1.800125	-0.301438	-0.548719	-0.513586	-0.264007	3.004310	3.549264	1.546906	-1.488739	-1.380753	-0.290738	-0.198805	-1.151820	0.912118	-1.079283	0.182536	-1.808516	0.177277	-2.827468	-1.747485
Cj0979c	0.071369	-0.611391	-0.242901	-0.113378	-0.814211	-1.428695	-0.332262	-0.608379	-1.084812	-0.934489	-0.371109	0.512691	0.032786	-1.578659	0.751525	-0.048614	0.155117	-1.239484	0.622989	0.355292	-0.355647	0.421507	0.674656	0.670343	-0.336367	0.947274	0.815831	-0.371633	-0.335154	-0.637723	-0.249018	0.296296	0.472007	-0.845622	-0.415125	0.063468	0.646454	0.094565	0.752009	-0.141375	0.027862	0.621547	0.509772	0.076019	-0.044649	0.106665	-0.123384	0.042121	-0.195437	0.519135	0.739147	-0.023259	0.305631	0.045654	-0.371370	-0.256835	0.005715	0.240658	-0.079133	0.403908	0.730741	0.070184	-0.052258	1.023125	0.308994	-0.233883	0.197418	0.815756	1.039778	0.728709	-0.902391	0.571672	0.000000	-1.448276	-0.166996	-3.557580	-0.409707	-0.230883	1.189391	0.279493	4.154234	-0.787830	-1.622532	3.261786	1.391584	1.036268	-0.438118	-0.051935	-2.414239	0.013380	-0.691065	-0.415965	-2.441971	-1.319899	-2.214632
Cj0980	-0.456179	0.578872	-0.211289	0.323624	-0.275656	0.053578	0.018065	0.272574	0.495096	0.719718	-0.395066	0.000000	1.439579	-1.249282	0.111943	0.292995	0.912552	-1.558676	0.232689	1.997892	1.664900	-0.160218	-0.018952	0.098022	-0.155911	0.261778	0.377945	0.804888	0.275946	-0.506992	-0.912130	-0.582075	-0.086961	1.384253	0.614714	-0.108616	0.385366	-1.053378	-1.101023	0.117689	1.152897	0.432811	-0.081823	-0.075452	-0.220818	-0.609426	-0.877635	-0.321916	-0.424219	0.662890	0.748115	-0.044569	0.123338	-0.521156	-0.567617	-0.170628	-0.268045	0.688644	0.458074	0.529792	0.727677	0.182124	-0.115537	0.586678	-0.175910	0.045257	0.115873	-0.243170	-0.165005	0.157157	-2.440667	0.117222	-0.008790	0.088023	0.685173	0.700325	-0.347366	-1.589054	-6.821842	0.940930	0.198410	-0.189262	0.014018	-0.407311	-0.028296	-1.238434	0.438388	-0.936405	0.042069	-0.885512	-0.811209	0.183866	-0.290907	-1.771279	-0.851149
Cj0981c	-0.027404	-0.100018	0.304449	0.070998	0.056068	0.928115	0.657340	0.405566	-0.962253	-1.324075	-1.341446	0.000000	-0.435326	1.539986	-0.086606	1.584288	1.166752	1.496160	0.234814	0.947642	0.806985	-1.387635	0.685531	0.020892	-0.924375	-0.681257	0.105416	0.057314	0.562864	-0.225077	0.115482	0.214197	-0.752687	0.372900	0.785199	-0.354364	-0.180675	-0.691603	0.580469	-0.272281	-0.034881	0.819204	1.019571	-0.711802	-0.073260	0.241807	0.633806	0.581027	0.580096	-0.607463	-0.310910	0.116957	0.067701	-0.308465	-0.001190	-0.476894	-0.115211	-0.270779	0.143695	-0.516290	-0.305545	-0.518706	-0.257951	0.129975	0.295214	-0.170855	0.198358	1.764547	0.387264	0.820372	-0.986639	-2.889983	0.064473	-0.519462	-0.088689	-2.806810	-1.706307	-2.214252	-0.972074	0.554372	1.654744	2.280093	0.925957	-1.393983	-1.656400	-1.138508	1.067929	0.266534	1.990098	-0.266795	1.185885	-1.347213	-0.621411	-2.390182	-2.572938
Cj0982c	-0.313380	1.444442	-0.649659	-0.457318	-0.484704	1.482655	-0.308922	-0.831810	-0.325997	-0.510892	-0.914641	-0.119724	0.026097	-0.637721	-1.397026	-2.801360	-0.098848	0.251741	0.413052	1.117148	0.290145	-1.822763	1.256431	1.353490	1.671736	-0.571380	0.779707	0.958013	0.050230	0.081740	1.215353	0.997307	-1.146957	0.221790	1.201637	1.429161	-0.465250	-1.993157	-0.066250	0.216170	-0.995854	0.501237	0.627732	-0.150933	0.000000	1.019509	2.055196	0.861721	-0.420033	-0.714884	-0.223429	-0.387689	0.007347	0.668893	0.407238	-1.083548	0.362713	-0.185980	0.114774	-0.823671	0.425529	-0.598387	-0.173428	0.863385	1.565502	0.108763	1.053908	3.505755	0.512108	1.702064	-0.979465	-0.727904	-1.089306	-1.259904	-1.789008	-0.334543	-1.401892	-1.051321	-1.546785	0.819932	-0.782335	-0.249376	-0.647527	0.254995	-1.403179	0.247782	0.404076	0.562740	0.070142	0.019235	0.629593	-1.316319	-0.743501	-0.665013	0.013302
Cj0983	-0.602995	-0.728565	-0.291394	-0.819719	0.449005	-0.164894	-0.422546	0.105779	0.424350	0.000000	0.020923	0.068060	-0.873034	-0.379807	-0.327975	-1.470450	-2.218292	-2.105800	0.754642	0.810343	-1.026854	0.663121	0.664807	0.656346	0.569829	0.407544	1.098035	-0.532831	-0.264850	-0.063378	1.295666	-0.249296	0.511390	-0.303070	-0.379816	0.329106	0.489191	0.849192	0.660325	-0.791242	-0.714170	-0.217040	-0.324647	-0.090728	0.038780	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.464248	0.391633	0.852234	-1.026722	1.822396	0.409925	-1.904981	0.222530	-1.733554	0.697903	-0.805442	0.127082	-0.566125	0.820765	-2.143062	0.488015	-0.261036	0.067593	-1.360733	1.982588	-0.150823	2.227953	-0.610637	1.249536	1.974872	0.393248	-1.819686	-1.127651
Cj0984	-0.035070	0.854641	-0.072078	0.208883	-0.338689	0.028373	-0.106821	0.370511	-0.561836	-0.056493	-0.551629	1.093850	-1.686125	0.555847	0.374559	1.163473	-0.658591	-4.096818	-0.554679	0.380461	-0.803401	0.571273	0.505005	0.424859	0.463417	0.607942	0.361221	-0.510555	-0.617504	-0.241486	0.228631	0.348773	0.475952	-0.557182	-0.360937	0.265119	0.888814	0.651743	0.114375	-0.564492	-0.987304	0.401024	0.000000	-0.068769	0.129935	-0.155649	-0.132541	-0.143562	-0.291683	0.570528	0.780444	-0.025866	0.311444	0.251595	0.418546	0.177573	0.152754	0.075857	0.499136	-0.395448	-0.097771	0.355948	0.524772	-0.442709	-0.115019	-0.060654	0.061333	-0.369372	-0.046825	0.692319	1.508188	-1.297488	-1.498244	-0.023799	-0.259496	1.104214	0.614222	-3.036718	2.266803	0.581237	-0.095407	-0.120185	-0.428141	0.464420	-1.433789	0.180913	1.110030	-0.033653	-1.629087	0.211583	0.723778	-2.066148	-5.028627	-0.254318	-0.951880
Cj0985c	-0.201030	0.599236	0.480456	0.136114	-0.062453	0.178107	0.352077	0.549444	-0.241567	0.315603	-0.657543	0.017636	-0.057054	-0.985231	-0.103638	-1.736051	-1.511989	-1.889661	0.544099	0.746915	0.805847	-0.153154	-0.516970	-0.022526	0.334841	-0.403981	-0.431454	0.504968	0.470207	1.207341	-0.084226	-0.681967	0.162123	0.176426	-0.106196	-0.250713	-0.535678	0.049353	0.209960	0.566053	0.297965	-0.355589	0.229322	-0.046733	-0.448116	0.270972	0.000000	-0.065124	0.358198	-0.178524	0.053499	-0.163747	-0.122340	0.164734	0.200521	0.108122	-0.103966	-0.132966	-0.116287	0.293498	0.175130	0.106344	0.454101	-0.074167	-0.191190	-0.434035	-0.445794	0.016451	0.025083	1.231289	-1.071289	0.905483	2.133118	-2.932610	-1.367209	2.026731	-1.259191	0.430315	0.018091	-1.657056	-0.292371	1.422237	2.335751	-0.602765	-1.803948	2.042893	-0.561865	2.521396	0.171209	0.138110	-0.581428	-1.913429	0.833178	-2.441029	-3.995307
Cj0986c	0.118651	0.712372	0.436066	0.647676	0.471110	0.544567	0.338348	0.761568	-0.133857	-0.765397	-0.542823	-0.170000	-0.576373	-1.307952	-0.508791	-1.371179	-1.463506	-1.051241	0.710142	0.764246	1.533143	0.305933	0.276010	1.242640	1.591673	0.317113	0.268689	0.190872	-0.703055	0.525701	-0.183270	-0.289575	-0.179744	-0.807197	-0.726210	0.193363	1.576375	-0.740787	-0.476973	1.141006	1.036715	-0.248756	-0.118074	0.420345	-0.147773	0.898278	0.905563	0.352879	-0.397306	0.211518	-0.140956	0.033238	-0.285161	-0.037307	-0.367458	-0.139078	0.320616	-0.033238	-0.105071	1.374622	1.444003	-0.271339	-0.448322	0.672278	0.352799	-0.206029	-0.041592	nan	nan	nan	-2.151266	1.668931	-1.997856	-1.856144	2.691709	1.234913	0.586736	0.671281	-0.565074	-2.797500	2.123152	-0.395873	0.185527	0.306738	-0.195626	-0.056107	-0.278445	-0.315687	0.800883	-0.397477	-0.133827	3.634669	1.877657	0.375212	-1.786421
Cj0987c	-0.345970	-0.453120	0.179116	0.124741	0.078363	-0.399278	0.000000	0.460583	-0.230891	0.071953	-0.394166	-0.018503	0.504752	-0.801650	-0.742813	4.731903	2.794363	2.658182	0.462443	nan	nan	-0.768158	-0.146333	0.265937	0.139557	-0.544867	-0.177443	1.016881	-0.037678	1.414778	0.469619	-0.372298	-0.559147	0.228241	-0.347740	-0.291949	-0.304492	-0.608763	-0.358457	0.602967	-0.186232	0.447307	-0.010080	-0.069875	-0.377499	-0.163652	-0.335690	-0.150204	0.169436	-0.152368	-0.019001	-0.113274	-0.214252	0.188434	0.194917	0.425067	0.136439	0.070621	-0.284648	0.097467	0.060386	0.193828	0.397852	-0.298263	-0.336814	-0.242529	-0.151503	0.313455	0.155403	0.579467	1.151681	0.765048	1.466477	0.005887	1.108224	-0.379138	-0.541712	0.468516	0.224296	-0.382157	2.852277	-3.308169	0.722499	1.405812	-0.108283	-0.114668	-2.561811	1.649900	-0.050634	1.354700	-0.565175	0.984528	-0.698711	1.290730	2.286368
Cj0988c	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.248794	1.318940	nan	0.532664	nan	2.260301	1.332219	0.742639	-1.024558	-0.314943	0.897391	0.653563	-0.530851	-0.675784	-0.190524	-0.625041	0.175075	0.202903	-0.625528	-1.246392	0.142160	-0.141141	0.842996	0.241918	-0.435022	-0.956722	-0.141687	-0.664354	0.000000	-0.277197	-0.576931	-1.022722	0.207397	0.010030	-0.015057	0.067836	0.172193	0.114075	0.667101	0.287801	0.197488	-0.159017	0.098848	-0.559516	0.163919	-0.532663	0.439019	0.307128	-0.248687	-0.877365	-0.508008	-0.633511	nan	nan	nan	2.459104	-0.204036	-0.689402	-0.417767	0.032891	-0.443884	-0.163865	-0.477928	-1.026842	0.029809	2.056185	2.375450	-2.145689	2.290376	-0.815544	-1.003077	0.580246	-1.470149	-0.666668	-0.388249	0.328731	0.303786	1.527682	2.762211	2.246082
