GENE	Log_Ratio_54_1	Log_Ratio_54_2	Log_Ratio_54_3	Log_Ratio_54_4	Log_Ratio_54_5	Log_Ratio_54_6	Log_Ratio_54_7	Log_Ratio_54_8	Log_Ratio_7311_1	Log_Ratio_7311_2	Log_Ratio_7311_3	Log_Ratio_7311_4	Log_Ratio_7311_5	Log_Ratio_7311_6	Log_Ratio_7311_7	Log_Ratio_7668_1	Log_Ratio_7668_2	Log_Ratio_7668_3	Log_Ratio_7668_4	Log_Ratio_7668_5	Log_Ratio_7668_6	Log_Ratio_7669_1	Log_Ratio_7669_2	Log_Ratio_7669_3	Log_Ratio_7669_4	Log_Ratio_7669_5	Log_Ratio_7669_6	Log_Ratio_7669_7	Log_Ratio_7669_8	Log_Ratio_7669_9	Log_Ratio_7669_10	Log_Ratio_7669_11	Log_Ratio_7669_12	Log_Ratio_7669_13	Log_Ratio_7669_14	Log_Ratio_7669_15	Log_Ratio_7669_16	Log_Ratio_7669_17	Log_Ratio_7669_18	Log_Ratio_7669_19	Log_Ratio_7669_20	Log_Ratio_7669_21	Log_Ratio_7669_22	Log_Ratio_7669_23	Log_Ratio_7669_24	Log_Ratio_7670_1	Log_Ratio_7670_2	Log_Ratio_7670_3	Log_Ratio_7670_4	Log_Ratio_7670_5	Log_Ratio_7670_6	Log_Ratio_7670_7	Log_Ratio_7670_8	Log_Ratio_7670_9	Log_Ratio_7670_10	Log_Ratio_7670_11	Log_Ratio_7670_12	Log_Ratio_7670_13	Log_Ratio_7670_14	Log_Ratio_7670_15	Log_Ratio_7670_16	Log_Ratio_7670_17	Log_Ratio_7670_18	Log_Ratio_7670_19	Log_Ratio_7670_20	Log_Ratio_7670_21	Log_Ratio_7670_22	Log_Ratio_7671_1	Log_Ratio_7671_2	Log_Ratio_7671_3	Log_Ratio_7672_1	Log_Ratio_7672_2	Log_Ratio_7672_3	Log_Ratio_7672_4	Log_Ratio_7672_5	Log_Ratio_7673_1	Log_Ratio_7673_2	Log_Ratio_7673_3	Log_Ratio_7673_4	Log_Ratio_7674_1	Log_Ratio_7674_2	Log_Ratio_7674_3	Log_Ratio_7674_4	Log_Ratio_7674_5	Log_Ratio_7674_6	Log_Ratio_7675_1	Log_Ratio_7675_2	Log_Ratio_7675_3	Log_Ratio_7675_4	Log_Ratio_7675_5	Log_Ratio_7675_6	Log_Ratio_7676_1	Log_Ratio_7676_2	Log_Ratio_7676_3	Log_Ratio_7676_4
Cj0263	-0.177551	-0.570354	0.154916	0.356859	0.391337	0.416580	-0.025478	0.362400	-0.124367	-0.168387	0.005345	-0.133701	0.703052	0.372227	0.314751	-1.724038	-1.127887	2.042305	0.778470	-0.292883	0.806126	-0.121585	0.102120	-0.374115	-0.070826	-0.146332	0.121596	-0.448004	-0.437183	-0.202286	0.093060	0.566425	0.000000	0.936882	1.250136	0.890051	0.369436	-0.491332	-0.201496	-0.101185	-0.732579	-0.041436	-0.323603	-0.037024	-0.266502	-0.022096	-0.345576	-0.343823	-0.550485	-0.812413	-0.778637	0.089436	-0.118171	0.020074	-0.239612	0.192725	0.379323	0.083093	-0.245429	-0.751966	0.159243	1.060674	0.097771	-0.027072	0.837320	1.221563	0.400423	-0.835268	-0.225954	0.265711	-2.075911	-0.201183	0.699353	1.092205	-1.639173	0.455646	2.114832	-0.385046	1.757701	-6.942043	0.607584	0.787029	0.545925	-1.486226	-0.447090	0.328653	0.019259	0.227678	0.171525	0.166080	-0.216507	1.064492	-0.274423	0.047261	-0.368198
Cj0264c	-0.697990	-1.034829	0.140932	-0.540515	-1.257977	-0.445183	-0.233335	-0.625255	-0.200217	-0.101285	-0.995511	-0.197339	0.748804	-1.315020	-0.987019	1.727467	0.639843	-3.808184	nan	nan	nan	-0.599954	-0.746979	1.144650	0.485300	-0.037006	-0.055175	1.631486	0.273067	3.020409	-0.367395	-1.985790	0.486248	1.332641	-1.238628	-1.358125	-0.144748	0.036106	-0.122830	0.506296	0.679834	1.588499	0.596073	0.294220	-0.222421	0.638223	0.934228	0.467334	0.283869	-0.052522	-0.156929	-0.111112	-0.225596	0.093166	-0.288513	-0.010059	-0.048801	0.130384	0.010059	0.053157	-0.231878	0.016438	-0.159594	1.499606	0.956757	0.492139	0.472448	-2.178982	1.204723	-0.967477	-0.640340	0.161860	0.116504	0.035616	0.456585	-1.089089	0.044966	-0.423110	-1.017071	-0.372158	0.410491	-0.487953	0.425854	-0.122112	1.361097	1.042901	2.561431	0.757641	2.290858	1.376249	1.817588	-0.209874	-0.667305	0.413862	-0.108807
Cj0265c	0.175499	-0.537897	1.003335	-0.429721	0.096929	-0.262332	0.822850	-0.071030	-0.567704	-0.301753	-0.872142	-0.260094	0.231679	-1.244746	-0.884462	-7.032307	1.200734	1.704797	nan	nan	nan	-0.001318	-0.493935	1.165320	0.866564	-0.022474	-0.269386	0.633117	-0.498568	2.799499	0.421086	-0.711031	-0.150247	0.187413	-1.505736	-0.777426	-0.240291	0.026062	-0.474608	0.734720	0.133709	0.213536	-0.319064	0.363134	0.013922	-0.064808	-0.359357	0.155161	-0.300087	-0.035021	-0.130275	0.262202	-0.128509	0.433634	0.247926	0.690144	0.289221	0.178470	-0.151029	0.607950	0.301727	0.417524	0.194532	0.083057	-0.472696	-0.177272	-0.123001	-1.146499	0.503842	-0.646280	-0.047795	0.064743	-0.355309	0.043498	-0.070924	-0.654918	0.001318	0.066333	-1.259617	0.518913	-0.180994	0.352469	0.486860	-1.068293	0.345361	-0.131680	0.958050	0.204113	1.869305	0.398909	1.559180	0.094377	-0.398409	-0.477869	-0.148149
Cj0266c	0.062062	-0.342061	0.228465	0.331293	0.129508	0.180921	0.153832	0.157702	-0.442771	-0.200487	-0.081709	0.112468	-1.156708	0.391288	0.010014	-6.891335	-1.535798	0.028437	0.424661	-0.153890	-0.050877	0.582035	0.349456	0.041556	0.113262	-0.013875	0.230209	-0.019951	-0.199697	0.227803	0.328866	0.582446	0.377902	-0.298046	-0.336709	0.165667	-0.170121	0.085025	-0.151186	-0.323889	-0.485853	-0.141240	-0.414271	-0.033985	0.025513	-0.133593	-0.406528	0.869135	-0.062050	-0.019170	-0.127596	0.152445	0.000000	0.045754	-0.381432	0.304358	-0.033450	0.245701	-0.229769	0.589977	0.263133	0.116447	0.235287	-0.234885	-0.527484	-0.042237	-0.146539	-0.020323	0.020815	-0.078962	0.399533	-0.158702	-0.340938	0.185474	-0.357363	-0.441932	1.341654	0.477168	1.800331	1.965783	-0.417742	2.591737	-1.969088	2.239205	-2.526711	0.566514	1.784907	-0.477546	0.257559	0.498981	-0.049425	-0.103697	-0.618093	-0.111954	1.085504
Cj0267c	0.777311	-0.490440	0.326504	0.543135	0.390578	-0.054127	0.245649	-0.993117	0.753358	-0.702448	1.192849	0.110857	-0.378450	0.649631	-0.235928	-1.851938	-1.400971	-1.602705	0.288433	-1.808246	-1.324082	0.478190	0.950443	0.441145	0.106413	0.987037	0.805320	-0.477632	-0.521898	-0.118094	-0.178404	0.047820	0.335276	-0.613283	-0.151200	-0.028295	0.375618	0.174410	0.382224	-0.761594	-0.186345	-0.187115	-0.157809	0.322138	0.447811	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.355943	-0.426740	0.186836	3.026554	-1.299598	-1.479241	1.786691	-3.316061	-0.550722	1.292784	-0.854131	-0.247090	1.555232	-0.664615	-1.491811	-0.344869	-0.623774	1.429302	0.326440	1.186176	0.426379	-1.404651	0.730753	1.141367	-2.037463	-0.788852	0.344915	0.000000
Cj0268c	1.204355	0.665101	-0.293574	0.176609	1.228489	0.187428	-0.011464	-0.531579	1.973309	0.160954	0.739949	-0.008269	0.394370	-0.853182	-0.170496	-0.886420	-1.445946	-1.911638	0.476658	-0.318172	0.000000	-0.039579	-0.233910	-0.258905	-0.122030	-0.167715	1.027154	0.037054	-0.405947	0.065386	0.625269	1.162983	0.844246	0.151800	1.083477	1.407112	-0.308091	-0.562784	0.086800	1.223975	0.890424	-0.948442	-0.767704	-0.126915	-0.265255	-0.340531	-0.182426	0.806510	0.044731	0.320076	0.493733	1.736302	1.539830	-0.129276	0.050929	0.093008	0.035631	0.021493	0.017196	0.585035	0.051555	0.349415	-0.181301	0.014911	-0.469589	-0.366432	-0.458929	3.325141	-1.636385	0.018212	-0.782657	-0.676062	-0.848750	-0.588886	-2.122746	-1.308124	-0.763272	-0.265193	-0.608078	0.246033	1.758023	0.649805	-0.160343	-1.357708	3.464831	-0.152063	1.503710	-0.608814	0.960522	-0.183373	0.765800	0.003111	-1.866783	-0.909986	-3.173877
Cj0269c	0.473379	0.210824	-0.007709	-0.528888	0.467876	0.386123	0.225760	-0.081602	1.879682	0.364279	0.727859	-0.111227	1.401315	-0.523753	-0.105698	1.041882	-0.911891	-0.204589	0.313296	-0.861504	0.662651	-0.950282	-1.636413	-0.081948	0.615498	-0.783646	-0.904998	0.297507	-0.625671	1.231818	2.161228	0.962102	-1.074337	-0.354679	-0.045515	1.257414	-0.334349	0.056478	0.004053	0.952436	-0.139425	0.086713	-0.240677	0.552991	-0.059358	0.943973	0.810853	-0.189482	-1.620361	0.315120	-0.413210	0.110678	-0.224548	-0.007545	-0.851310	0.411880	0.007438	0.533389	-0.432780	0.410627	-0.434044	-0.773197	-1.117540	1.471035	0.936716	0.779280	0.201072	0.140454	-0.648074	0.000000	-1.012218	2.000504	-1.642780	-1.865668	-1.203551	0.107219	0.114574	0.269138	-0.387091	-1.979211	3.560912	-0.568034	-1.923682	1.392605	0.007537	-0.551020	2.771330	-0.235718	-2.869272	-0.342408	1.223488	0.348963	-0.253180	-0.236099	0.592775
Cj0270	0.880322	1.193575	0.406426	0.551004	0.785543	0.777511	0.486747	0.000000	-0.400055	-0.758770	0.109081	-0.226824	0.934328	-0.030309	0.226895	5.747635	2.666380	1.846202	0.108774	1.862732	1.858556	-0.070191	0.349035	-0.117929	-0.348085	-0.532434	0.027178	0.126901	-0.291460	0.495265	0.206975	0.262844	-0.330678	-0.529530	-0.096146	0.048805	-0.244440	0.052283	0.179205	0.048560	0.026582	-0.291435	0.385817	0.131936	-0.125201	0.499923	0.223867	0.308103	0.200895	-0.544431	-0.597923	-0.329065	-0.061405	-0.225068	-0.205994	0.180076	0.112821	-0.427008	0.166731	-0.366267	-0.892409	-0.636948	-0.370662	0.798128	0.308116	0.157149	1.118240	-0.096986	-0.269367	-0.220015	-1.187331	1.773544	-0.287311	0.321811	-1.009397	-0.479249	-0.208593	0.501901	-0.146818	1.867247	-1.071665	4.048180	0.235854	-1.491437	-0.388159	-0.716458	-0.327852	-0.197361	-0.616690	-0.031692	-1.176685	0.504805	-0.743091	-0.491300	-0.262362
Cj0271	-0.131556	-0.520885	-0.179634	-1.102006	-0.065187	0.403054	0.218580	-0.537086	0.417659	0.289822	0.000000	-0.012470	0.582163	-0.538030	0.006285	1.267889	1.976679	-0.356141	-0.224373	-6.285069	0.549542	-0.035878	-0.359814	-0.307033	0.029994	-0.142235	-0.348330	0.501149	-0.302436	0.921029	0.725788	0.378324	-0.307230	0.107294	0.239241	0.128281	-0.556080	0.469070	0.147324	0.230212	-0.389931	0.254065	0.054006	0.082057	-0.499658	0.065869	-0.046560	0.089195	0.351811	-0.144656	0.058081	-0.001070	-0.109550	0.614522	0.377759	0.324736	0.239221	0.043834	-0.105146	-0.315004	-0.618288	0.471574	0.388682	-0.031140	-0.326326	-0.225539	-0.167730	-0.163633	-0.360140	-0.077226	-1.085586	-1.170664	1.006278	1.733497	1.387876	1.769994	-0.175685	0.201214	-0.498553	-2.565531	0.804496	1.266834	2.264584	-3.374553	-0.705894	-0.477493	0.651770	-0.520248	0.353216	-0.422218	0.841408	0.000504	-0.283618	-0.465098	0.200509
Cj0272	-0.780721	-0.194567	0.014382	-0.652377	0.211592	0.025338	0.140377	0.597405	0.256262	0.125040	0.142644	-0.177106	-0.265133	-0.346930	-0.073752	-0.322440	1.247894	-0.034103	0.069076	0.350089	1.941645	0.946377	0.566552	-0.363289	-0.005068	0.280887	0.238793	-0.383119	-0.588890	0.179748	0.065818	0.382234	0.007951	-0.465580	-0.676151	-0.029610	-0.091639	0.268420	0.136549	-0.083305	-0.578899	-0.183052	-0.433834	0.078940	0.079889	-0.257639	-0.433380	0.401752	0.235596	-0.173872	-0.197812	0.013326	0.158530	0.197132	0.000000	0.430962	-0.093695	0.055068	-0.016019	0.161404	-0.096562	0.564953	0.420662	-0.369421	-0.729183	-0.446609	-0.421281	-0.770748	-1.168152	-1.051942	-1.322751	-0.140518	1.480096	-0.837762	0.954317	0.291874	-2.287174	-0.201864	-1.035249	-2.404749	0.189902	-6.377116	0.985667	0.209795	1.886050	1.273649	2.417486	0.813546	-0.540169	-0.554394	1.145819	0.700983	0.881858	-1.755801	-0.854266
Cj0273	0.960882	0.221099	-1.059136	-1.860568	2.601762	1.744847	-0.850558	-2.634257	1.966798	-0.428997	0.888692	-0.173466	-0.783152	-1.849126	-1.599165	-0.198898	-0.984498	-0.460002	0.933027	0.389443	0.537470	0.607864	0.206133	0.877018	1.647945	0.017995	-0.321423	-0.605904	-0.479997	0.506512	-0.464494	-0.198113	0.073325	-0.140813	-0.663005	0.266077	-0.463582	-0.853236	-0.470902	2.150042	2.369121	-1.252388	-0.530847	0.004103	-0.057469	0.726737	1.197937	1.107421	0.000000	0.122187	-0.338873	0.198608	0.316032	-0.151618	-0.815359	-0.284072	0.032824	-0.204642	-0.039627	0.533181	0.059562	0.058169	-0.226067	0.217254	-0.140755	-0.502809	0.172536	-0.191597	-1.729665	-2.218869	-0.320107	0.021321	-0.246918	0.605764	0.751947	-2.914388	0.213476	0.345375	-0.754847	-0.049698	-0.218591	0.395298	-0.375073	0.878277	-0.934343	0.973586	1.959602	0.253563	1.315304	-0.489261	1.159656	0.406503	-0.143102	0.370299	2.106391
Cj0274	1.247266	-0.681609	-0.962287	-1.248345	1.278652	0.434825	-1.129079	-1.650979	1.467897	-0.157305	0.880592	-0.167158	-0.337023	-1.043111	-1.333820	0.000000	-1.225290	0.123460	-0.431998	0.196749	-0.353784	-0.803620	-0.161668	-1.175433	-1.503550	-1.055572	-0.973934	-0.368448	0.583744	-1.138768	0.808211	0.216248	0.504849	-0.205321	1.020776	0.385951	0.791142	-0.776865	0.997207	-0.340559	-0.077052	0.455979	1.691860	0.577623	0.867844	-0.281891	0.321925	-0.463801	0.635392	0.036020	-0.112683	0.254341	0.058314	-0.264430	0.379316	-0.205312	0.097498	0.358730	0.518679	-0.765231	-0.322930	-0.225365	0.098289	0.000341	-0.239202	0.286744	0.129181	-1.287844	-0.374199	-0.017688	-0.683383	0.016464	-0.020942	2.037899	3.743416	-0.528382	0.397535	0.967297	-0.250707	-0.384490	1.816208	3.948893	-1.483329	-2.903519	-0.403417	0.813270	-0.777086	0.624784	-0.318496	0.307369	1.143199	0.313572	0.483676	0.520456	1.131905
Cj0275	0.616691	0.339870	0.060748	0.162613	0.591944	0.064201	0.039454	0.060173	0.714698	-0.427966	0.481691	-0.168597	-0.327431	0.152103	-0.314000	-3.399677	-0.589860	0.568718	0.099014	-0.728176	-0.379684	-0.202354	0.237493	-0.257228	-0.342089	-0.101987	0.100913	-0.418549	-0.391786	-0.726443	-0.085417	-0.458860	-0.185001	-0.121848	0.161725	-0.020376	-0.197435	-0.270507	-0.010298	0.000000	0.158691	-0.321476	0.284959	-0.228981	0.669702	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.008958	-0.335518	0.112632	-4.261630	1.064127	1.191360	-0.154363	1.375662	-0.158861	1.206047	0.235765	0.107892	-3.231053	0.884724	-1.430467	1.383074	-2.375742	-0.421476	-0.869042	0.902580	-0.571474	1.014728	-0.448306	0.315354	0.258696	1.407614	0.971551	1.888798
Cj0276	-0.704049	-0.445351	-0.815557	-1.399859	0.286142	0.286885	-0.825221	-0.955314	nan	nan	nan	nan	nan	nan	nan	0.450753	-1.745698	-2.561520	0.241953	0.781269	-0.031797	-0.123812	-0.108229	0.568791	0.651425	-0.481924	-0.479420	0.252904	0.116284	0.329211	0.628943	-0.584838	-0.002086	-0.479954	0.324873	-0.194263	-0.303352	0.357173	0.693322	0.750001	-0.253517	-0.670329	0.719360	0.654260	0.077952	1.015403	0.568092	-0.362597	-0.873458	0.110363	0.241596	-0.560925	0.052652	0.125840	0.184364	-0.306991	-0.182983	-0.249597	0.215783	-0.059791	0.088152	-0.143107	-0.031378	0.952446	0.860184	0.002086	0.593078	-0.445419	-1.355359	-1.328763	-0.081567	0.256445	0.290092	-0.305430	-0.364310	-0.716623	0.135974	0.013069	-0.578817	-0.671572	3.043334	2.234173	1.118914	0.528678	-0.334229	-0.023308	1.161847	1.851670	-1.289609	1.066625	-0.041503	1.659564	2.323409	-4.320641	-2.333003
Cj0277	0.834816	0.434789	0.511839	0.685993	0.426873	0.241636	0.361433	0.662245	0.504707	0.000000	0.331647	0.151551	-1.379794	-0.176154	-0.235573	0.362225	-2.497918	5.506185	-0.480371	nan	nan	0.111674	0.101872	-0.232985	0.050774	0.062477	-0.055021	-0.633896	-0.488841	-0.273454	-0.342514	0.132444	0.151801	0.271800	0.163828	0.015171	-0.339890	-0.050466	-0.229700	0.550821	0.817052	-0.058336	-0.375440	0.052447	-0.036574	-0.324169	-0.512510	0.321344	-0.087311	0.052174	0.065097	1.113642	0.798076	-0.168468	-0.424703	0.090653	-0.277720	0.411958	0.270871	-0.007100	-0.539256	0.117279	-0.147116	-0.423581	-0.418044	-0.259796	-0.233363	-0.234578	-0.789318	-0.984816	0.407007	-2.077900	-1.356215	0.555792	-1.041742	-0.329281	-0.218618	-0.148817	0.717684	1.475662	0.539093	1.441739	-3.886023	-0.175602	-1.323358	0.112436	1.417505	-1.098224	0.082581	0.080152	-0.320531	-0.321083	-1.808552	0.330543	2.434915
Cj0279	0.580528	0.631686	0.330123	-0.212871	0.834523	0.496162	0.473724	0.038432	0.000000	0.574617	-0.065562	0.051137	0.936417	-0.258003	-0.026714	-0.654713	0.542393	-2.153431	0.294482	0.596301	-5.176262	-0.182036	-0.206683	-0.189764	-0.314148	0.424067	0.166741	1.126255	0.522319	-0.708774	-0.490119	-0.180790	0.146156	1.117203	1.269022	-0.284289	-0.147823	0.356739	0.078318	0.478748	1.036474	-0.326600	-0.298754	-0.426220	-0.406620	0.380590	0.529253	0.339399	-0.779585	-1.154877	-0.808272	0.001426	-0.821214	0.664745	-0.274620	0.010523	-0.642376	0.310394	-0.251381	0.541592	0.875907	0.277679	-0.852815	1.119757	1.302548	1.149161	0.428305	-0.159543	-0.053642	0.194133	1.275411	-0.869828	-1.024654	-0.041299	-0.618305	-0.576942	-0.839367	0.129761	-1.401413	-0.180193	-0.321857	0.878244	-0.072374	2.461170	-2.580484	-0.548270	-1.040032	0.286780	-2.091341	1.755600	0.058785	-1.896976	-1.266784	1.711168	-1.370091
Cj0280	-0.354465	0.224176	0.318827	0.427140	0.263208	-0.011964	0.156847	1.156052	-0.558504	-1.050601	-0.437389	-0.376209	-2.700860	0.012689	-1.016916	-1.245844	0.354453	-1.401831	0.711376	0.480978	0.635675	0.473603	0.893372	0.112956	-0.163387	1.029676	0.689934	0.121891	-0.472030	-1.106330	-0.248426	0.362789	0.303954	-0.481770	-0.688239	-0.280059	-0.106294	0.277450	0.293812	-0.845475	-0.426921	-0.202441	0.069130	0.229937	0.578299	-0.767921	0.001539	-0.090076	0.674894	0.249857	-0.303066	0.566195	0.409802	-0.151342	0.272433	-0.175087	-0.014044	0.256049	0.764543	-0.468300	-0.597570	-0.163380	-0.246393	-0.033591	-0.226832	0.408172	0.014925	0.597227	0.749553	-0.859145	1.487230	0.325441	0.858773	-0.072207	-1.395127	2.188512	-0.575559	1.038157	-2.071283	-1.827158	-2.209278	-5.237279	0.297216	1.699198	-2.543544	0.460071	0.000000	0.788801	-1.727492	0.033105	-0.491557	-0.108047	-0.619373	-1.347316	0.790583
Cj0281c	-0.465440	0.286371	0.135897	0.200862	0.054275	-0.511526	0.001526	-0.040673	0.307820	0.142621	0.623732	0.511684	-1.247690	0.631511	-0.547151	-0.622964	-4.021996	-0.567026	nan	-0.624368	-0.602416	0.364563	0.480181	0.252645	0.044077	0.601666	0.772372	-0.129715	-0.084326	-0.290046	-0.096037	0.073286	0.521821	-0.050222	-0.171179	0.167118	-0.102132	0.436775	0.309660	-0.206809	-0.127333	-0.137677	-0.065983	0.078387	0.273971	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.058907	-0.339749	-0.001526	-1.845741	1.467836	0.988970	-0.094255	0.954445	0.471769	0.692380	-0.454515	-0.507316	-0.670897	4.542576	-0.505020	-0.458169	-0.467840	0.840807	1.420162	-1.408714	2.325300	0.314099	1.276540	0.278831	-0.488412	-0.838423	1.627604	-1.284515
Cj0282c	0.864568	-0.391574	-0.346712	0.308119	-0.011426	0.079872	-0.098789	0.563125	0.203159	-0.581719	0.230825	-0.325419	0.416848	-1.016645	-1.421304	-3.932385	0.790199	2.350011	-0.332553	0.856677	0.886062	-0.079016	0.531419	0.240306	-0.351556	-0.336504	-0.402003	0.396297	0.174110	-0.030676	0.711649	0.506666	0.197285	-0.088006	0.911749	-0.259091	-0.439388	0.332768	0.730493	-0.644054	-0.551083	-0.362866	0.117356	-0.522583	-0.339701	-0.027305	0.034347	-0.294313	0.572337	-0.265071	0.346422	-0.352389	0.153523	0.194701	0.423608	0.118863	0.195272	0.199541	0.082173	-0.382599	-0.249390	0.215180	0.695135	-0.480846	-0.094803	-0.544325	-0.133458	-0.901581	-1.387837	-1.406944	1.555482	1.381932	0.449724	-1.119869	4.474481	-0.004777	0.000000	1.562676	-1.260871	-1.492523	1.245531	-1.919692	-2.098071	-2.050029	1.256703	-0.292405	-0.128981	-0.615037	0.311953	-2.052468	0.607589	0.755959	0.169347	0.058457	0.731193
Cj0283c	2.300808	0.452812	-0.231834	-0.807559	1.720506	0.826255	0.235885	-1.484883	1.301486	0.549380	0.446722	-0.420246	2.408319	-1.279123	-1.672689	1.197778	1.419380	-0.065849	-0.449228	1.630874	0.041484	0.528987	0.408722	0.116335	-0.173542	0.244222	-0.062892	-0.143145	-0.518298	0.262729	-0.408802	0.083871	0.050597	-0.458547	-0.690029	0.276272	0.148388	1.010328	0.887626	-0.067870	-0.199198	-0.304152	-0.097335	0.075014	-0.294598	1.291496	0.964589	0.030838	-0.950702	-0.322469	-0.141124	0.027359	0.069817	-0.204738	0.278138	-0.828586	-0.700941	-0.611214	0.235424	-1.340901	-1.336476	-0.392937	-0.887110	1.718219	2.075625	0.677590	0.966568	-0.774975	-1.439332	-1.144601	0.181995	0.123339	-0.299810	0.048929	-1.728643	-1.378721	0.282785	-0.922368	-0.127689	1.298663	-3.646059	1.433599	-1.515938	-0.097753	-2.257783	-0.009064	1.125632	-0.498434	0.664357	0.000000	-0.265206	-0.218502	0.180624	0.399481	1.961981
Cj0284c	-0.049397	0.079164	-0.248889	-0.718802	0.354019	0.366432	0.105763	-0.480299	0.439834	0.765299	0.051018	-0.311243	1.136785	-1.445946	-1.311263	4.226725	2.747420	1.806297	-0.144600	0.794384	1.011876	0.661582	-0.123065	-0.155356	-0.435708	0.917695	0.718377	0.200812	0.000000	-1.086054	-1.419678	-0.058189	-0.033887	1.849194	1.044472	0.204736	0.379064	-0.109473	-0.894205	-0.667087	0.610687	1.386394	-0.600123	-0.429066	-0.337805	1.357940	1.194148	0.715735	0.335270	-0.486996	-0.468914	-0.510779	-0.446720	-0.673130	-1.550914	-0.668354	-0.458956	-0.608057	-0.177270	1.633325	1.418553	0.937160	-0.596096	0.555984	0.434686	-0.112385	-0.336197	-0.133545	0.807746	-0.348556	-0.016491	0.043795	0.176402	0.224348	-0.456058	0.052224	0.051798	0.174080	-0.069788	-0.129233	0.309271	-2.340233	-0.245285	-1.461543	3.840935	0.434197	0.161355	-0.271428	1.990186	-0.974193	0.537299	-0.239464	-0.134329	0.458792	0.039770
Cj0285c	0.606957	-0.184695	-0.399641	-0.908217	0.871801	0.180904	-0.081061	-1.743051	0.337759	0.112254	-0.484519	-0.904275	-0.550749	-1.970816	-2.429572	3.126331	3.665230	3.935678	-1.341861	1.878086	1.364554	0.099438	1.088507	0.142552	0.073110	0.639652	0.724888	-0.191307	-0.361808	-0.435139	0.221138	0.195369	-0.006213	-0.343941	-0.481788	-0.238284	-0.086800	-0.301267	0.140346	-0.334894	-0.260692	-0.282804	0.042146	0.189562	-0.242711	0.328668	1.285955	0.527456	1.196213	-0.420991	-0.305773	0.000000	-0.264496	-0.625533	-0.340032	-0.668417	-0.342315	-0.250355	0.053117	-1.031506	0.193337	-1.023399	0.004190	0.258861	0.453122	0.386135	0.575733	0.932965	0.160781	-0.171362	-0.227859	-0.014058	0.157926	0.596273	0.856613	-0.335445	-0.102592	0.315896	-0.536943	0.317769	-1.003901	1.286588	0.499118	0.005358	-0.989486	-0.220616	2.073961	-0.559545	2.645045	-0.414756	1.289820	0.932897	1.110047	-0.012652	-0.135282
Cj0286c	0.525814	0.072386	0.354957	0.434753	0.305202	-0.658920	-0.028063	0.179406	0.405843	-0.437784	-0.416667	-0.177225	-2.187960	-0.236476	-0.856835	0.420392	-0.313723	1.565519	0.236818	-1.096038	-1.541516	-0.603106	0.485038	-1.004138	-0.887129	0.000000	-0.397062	-0.408921	1.464240	-0.288282	0.977776	-0.044604	-0.808278	0.264300	1.511279	0.131628	0.105483	-0.881250	0.096041	-0.743237	-0.383380	-0.126268	-0.072962	-0.709361	0.003941	-0.830951	-0.137030	-0.563999	0.062247	0.039285	-0.133177	0.135691	0.113307	-0.172454	0.284998	0.061826	0.144031	0.719835	0.622187	-1.029459	-0.856504	0.114390	0.114642	-0.237888	-0.515879	0.170326	-0.230492	1.215208	-0.814335	-1.133283	-3.465427	3.070891	0.896657	-2.213739	-1.500587	0.672092	0.777340	0.382467	1.124473	0.178884	1.358756	-1.109743	-0.674971	-0.239698	1.891808	-1.157290	1.084832	1.230870	1.706518	-0.953694	1.573752	-2.807721	1.101004	0.917272	-1.651839
Cj0287c	0.500443	-0.966692	-0.409724	-0.105270	-0.297851	-0.984272	-0.131640	0.068133	0.319614	0.427724	0.353470	-0.683951	0.473166	-0.607573	0.071024	1.916755	3.895310	2.774054	-0.098885	0.696759	0.783809	-0.470351	-0.584468	1.063861	-0.088447	-1.242088	-1.073064	0.491467	1.019545	0.844416	1.698748	0.509487	0.101694	0.653017	0.747346	-0.401492	-0.342653	-0.245033	-0.337074	-0.713086	0.063463	0.645021	0.232014	-0.233166	0.139889	0.014123	0.840938	0.000000	1.054949	-0.247478	0.331847	-0.091503	0.135573	-0.302571	0.430608	0.305109	0.129399	0.213621	0.251053	-0.242325	-0.073781	0.012293	0.832813	-0.697738	-0.182950	-0.424004	-0.017518	-0.081438	0.738088	-0.045834	-1.568809	-0.673343	1.138891	0.537658	-0.328776	-1.163203	-0.706531	-0.181852	0.659809	-3.024421	-0.265541	-4.200989	1.723087	-1.227761	-0.482331	0.647965	1.299413	-0.220291	0.581771	-0.088641	0.346432	-0.189582	0.703267	-0.733323	-1.957967
