GENE	Log_Ratio_7440_1	Log_Ratio_7440_2	Log_Ratio_7440_3	Log_Ratio_7440_4	Log_Ratio_7440_5	Log_Ratio_7440_6	Log_Ratio_7440_7	Log_Ratio_7440_8	Log_Ratio_7440_9	Log_Ratio_7440_10	Log_Ratio_7440_11	Log_Ratio_7440_12	Log_Ratio_7441_1	Log_Ratio_7441_2	Log_Ratio_7441_3	Log_Ratio_7441_4	Log_Ratio_7441_5	Log_Ratio_7916_1	Log_Ratio_7916_2	Log_Ratio_7917_1	Log_Ratio_7917_2	Log_Ratio_7917_3	Log_Ratio_7917_4	Log_Ratio_7917_5	Log_Ratio_7917_6	Log_Ratio_7918_1	Log_Ratio_7918_2	Log_Ratio_7918_3	Log_Ratio_7918_4	Log_Ratio_7918_5	Log_Ratio_7918_6	Log_Ratio_7920_1	Log_Ratio_7920_2	Log_Ratio_7920_3	Log_Ratio_7920_4	Log_Ratio_7920_5	Log_Ratio_7920_6	Log_Ratio_7921_1	Log_Ratio_7921_2	Log_Ratio_7921_3	Log_Ratio_7921_4	Log_Ratio_7921_5	Log_Ratio_7921_6	Log_Ratio_7923_1	Log_Ratio_7923_2	Log_Ratio_7923_3	Log_Ratio_7923_4	Log_Ratio_7923_5	Log_Ratio_7923_6	Log_Ratio_7924_1	Log_Ratio_7925_1	Log_Ratio_7926_1	Log_Ratio_7926_2	Log_Ratio_7926_3	Log_Ratio_7926_4	Log_Ratio_7926_5	Log_Ratio_7926_6	Log_Ratio_7927_1	Log_Ratio_7927_2	Log_Ratio_7927_3	Log_Ratio_7927_4	Log_Ratio_7927_5	Log_Ratio_7927_6
GSU1709	2.709841	1.868410	1.942128	-1.337586	-0.814295	-0.441886	0.741968	-0.057888	0.803417	-2.460135	-2.670752	-2.381865	1.022733	-2.255683	-0.621966	1.004741	-0.024262	-0.493429	0.143655	-1.089100	-1.097374	-1.113404	-1.162301	-1.468286	-1.222965	1.159971	0.839086	-0.117900	-0.194574	-0.371091	-0.146095	0.594995	0.711485	1.756016	-0.031109	0.171159	0.117690	-0.089995	-0.252621	-0.205253	0.000000	0.074136	0.061792	0.863833	0.231346	-0.243581	0.561164	0.029743	-0.122715	0.106608	0.532039	-0.306105	-0.125362	-0.336056	0.028771	0.053789	-0.002389	0.367092	0.215315	0.305980	0.292412	0.175303	0.071955
GSU1710	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.593272	0.985584	3.793475	1.786048	1.544864	2.464921	-0.747612	-0.117793	0.456826	1.151136	1.696134	0.641067	0.696571	0.527534	2.104654	0.865048	0.687975	0.542938	-0.156997	-0.349506	-0.335740	-0.146852	-0.401756	-0.267118	0.321597	-0.017094	0.699421	0.927823	0.624303	0.909041	-0.850535	0.017094	-0.199131	-0.756381	-0.030214	-0.217201	-1.092439	-0.072325	-0.698395	-0.416466	-0.345086	-0.511102	-0.614300	-0.420481
GSU1711	0.188426	-0.578202	-0.699614	-2.758908	-1.907405	-1.774249	1.493849	1.181057	1.365914	1.725922	1.860765	1.926063	0.731875	1.328686	0.833337	-0.754740	-1.295988	0.127847	0.209421	0.144641	0.185570	0.310907	0.521517	0.360448	0.081704	0.642997	0.603902	1.045204	1.059009	1.083646	0.779651	-1.758489	-1.388871	-1.389902	-0.893832	-1.899191	-1.258974	-0.021473	-0.190743	-0.020848	-0.155227	-0.050395	-0.185855	0.408986	0.638205	1.624229	1.045381	1.132127	1.420908	-0.198282	0.000000	-0.056418	-0.234955	-0.183972	-0.222069	-0.251101	-0.152886	-0.086659	-0.044098	-0.123401	-0.007442	0.001940	-0.016094
GSU1712	-0.525869	0.078251	0.045139	0.697830	2.011320	1.480618	-1.756091	-2.612481	-2.430652	0.262032	1.139653	1.669764	0.368830	-2.947147	-0.237643	1.966381	0.874376	0.036491	-0.026572	-0.699673	-0.483692	-0.950159	-0.782543	-1.503644	-2.110795	-0.488596	-0.554978	-0.314348	-0.225857	-2.493113	-1.537821	0.668351	0.179087	0.124743	-0.425748	0.105263	-0.173238	0.000000	0.239828	0.573257	0.643103	0.211694	0.200182	1.068398	-0.278904	-0.602744	-0.514400	-0.520113	-0.953029	-0.274907	-0.122840	-0.081301	0.165209	0.117296	-0.103044	0.242526	-0.327590	0.157847	0.035277	0.302189	0.067809	0.196281	0.235929
GSU1713	0.458365	0.577823	0.475856	0.682934	0.696697	0.477160	0.269480	0.413450	0.543335	0.930874	0.306305	0.447360	0.371690	0.836138	-0.023620	0.932469	0.499838	-1.063513	2.110119	0.696378	1.037295	0.711982	1.033462	0.089907	-0.365142	0.365223	0.625330	1.583518	1.433034	-1.960770	-1.555409	-0.171391	-0.202724	-1.773154	-1.392976	-0.395436	-0.556491	-0.094532	-0.309230	0.236135	0.168057	0.058503	0.243851	-3.796275	-1.432417	-0.084536	-2.938270	-1.430165	-1.240247	-0.298744	-0.310836	0.000000	0.024912	-0.007267	-0.341655	-0.900377	-0.362558	-0.316372	-0.252865	-0.595197	-0.503823	-0.265071	-0.296542
GSU1714	0.727729	-0.163344	0.071983	0.273610	0.297026	0.074017	0.186852	0.021772	0.249067	0.627147	0.349556	0.167355	0.654460	1.317350	-0.420657	-0.193829	-0.156169	-0.641313	1.121775	1.314220	1.237187	1.167529	1.049874	1.312476	1.007132	0.938313	0.861035	0.698702	0.574066	0.879037	0.500580	-0.816613	-1.386106	-2.389860	-1.062821	0.000000	-0.629518	-1.106979	-1.517785	-1.226632	-1.662527	-0.938871	-1.465710	-0.596009	0.277123	-0.414274	-0.347082	1.399013	0.266329	-0.655827	-0.266153	0.355139	0.394082	-0.451053	-0.098437	-3.973079	-0.543846	-0.353521	-0.571790	-0.597802	-0.851669	-1.580921	-1.034252
GSU1715	-0.124437	0.083279	0.057448	0.893631	1.123772	1.113012	-0.465807	-0.490918	-0.396888	0.601684	0.232394	0.996658	0.277272	-0.844916	-0.561009	1.891368	0.747215	0.088154	0.515817	-1.165293	-0.014441	-0.858263	-0.865739	-0.199967	-0.799894	2.320674	2.658559	-1.012964	-0.341590	0.184920	0.492670	-2.269172	-0.436491	-2.727666	-1.647107	-0.246686	-1.424411	0.472286	0.591211	0.268345	0.197899	-2.289760	-1.508537	0.351677	1.293712	0.575070	1.627077	0.402538	1.242152	-0.141484	-0.228263	-0.311877	-0.243266	-0.498190	0.000000	0.259721	-0.766395	-0.582233	0.011120	-0.078410	0.142937	0.124268	-0.103386
GSU1716	4.238858	3.322599	3.357684	-1.294321	-1.342319	-1.271772	-1.346771	-1.249452	-1.328355	-1.185319	-1.245718	-1.256074	-0.006926	-0.236778	-0.094912	0.076769	0.011441	-0.300070	0.199907	0.150707	0.000000	0.650567	0.181962	0.317652	0.244080	0.308724	0.291807	0.144059	0.182910	-0.006367	0.078770	0.549339	0.422014	1.097547	0.763138	0.467469	0.252190	-0.624924	-0.602586	-0.484043	-0.547634	-0.457557	-0.477251	0.627284	0.459426	0.236140	0.634793	0.386354	0.308274	-0.347981	0.223059	-0.087152	-0.071029	-0.032142	0.144317	0.027610	-0.002030	-0.237402	-0.207788	-0.157870	-0.202326	-0.247031	-0.149949
GSU1717	3.892118	3.449568	3.409205	-1.210923	-1.222142	-1.154571	-1.266227	-1.254489	-1.243146	-0.953742	-0.943710	-1.000009	0.014771	0.198256	0.337797	-0.391437	0.049747	-0.109681	0.193335	-0.247691	-0.374607	-0.059038	-0.087627	-0.190738	-0.106621	0.183724	0.086465	0.065807	0.131272	0.085763	0.083892	1.090421	0.881051	0.937143	0.722787	0.876859	0.642362	-1.165826	-1.230378	-0.727386	-0.767248	-0.570073	-0.736753	0.298235	0.181999	0.378984	0.181126	0.256074	0.475066	-0.325317	0.570523	-0.042855	-0.322803	0.392660	0.368219	0.128243	0.262893	0.000000	-0.030430	-0.125119	-0.109995	-0.055879	-0.011955
GSU1718	3.817556	3.079812	3.078270	-1.209868	-1.179240	-1.227341	-1.271758	-1.228692	-1.244632	-0.962071	-1.022176	-1.048901	-0.016662	0.268820	0.180933	-0.424393	-0.183295	-0.130633	0.060794	0.000000	0.106022	-0.187823	0.180359	-0.154634	-0.260534	0.361839	0.137588	0.164504	0.073726	0.179845	-0.172510	0.639557	0.587547	0.415758	0.337896	0.462745	0.489368	-1.431244	-1.588735	-0.989232	-0.897084	-1.203038	-1.144162	0.891004	0.870743	0.815183	0.800313	0.742842	0.965900	0.059953	0.345854	-0.254284	-0.167473	0.144397	0.190923	0.280089	0.184413	-0.188912	-0.142102	-0.257062	-0.132326	-0.288457	-0.213142
GSU1719	-2.508261	-1.750697	-1.609777	0.426420	0.625941	0.877586	-1.919195	-2.071951	-1.111985	0.899359	0.755974	-0.149346	0.771839	-1.294190	-0.919008	-0.279066	-1.419544	-1.363175	0.107186	0.955538	1.735768	1.323657	1.047475	1.381270	1.786623	0.402633	0.788054	1.835650	2.406885	1.117296	-0.217065	-0.345760	-0.395405	-1.419497	-0.645064	-0.220658	-0.179571	0.040921	0.166523	0.000000	0.075076	-0.312105	-0.169516	0.648026	-0.823022	-0.206824	-0.441579	0.616406	-1.724886	-0.248505	-0.161528	0.034709	0.235486	0.183440	-0.050929	0.083718	-0.106163	0.123457	-0.108464	0.170157	-0.070384	0.223720	0.167727
GSU1720	0.856029	1.069490	1.130084	-1.446884	-1.160249	-1.093657	0.082378	-0.385345	-0.064943	0.287406	-0.127205	-0.188160	0.951626	-0.476065	0.125738	-0.550926	-0.484145	0.823538	-0.997048	0.006681	0.084706	-0.403250	-0.294353	-0.604343	-0.948819	0.128488	-0.018341	-0.534639	-0.749027	-0.190954	-0.260115	1.450843	1.165889	1.186405	0.691547	0.713544	0.244883	-1.908466	-1.904908	-0.898101	-1.560878	-1.469319	-1.508562	2.524625	2.071846	1.550436	2.208299	1.951485	1.758038	0.256099	0.000000	-0.787319	-0.649429	-0.342746	-0.374197	0.432876	-0.232100	0.191715	0.314148	0.217800	0.680248	0.304608	0.425530
GSU1721	1.997200	1.456672	1.490841	-0.259790	-0.695078	-0.652152	-0.213778	-0.008415	0.423395	-0.487873	-0.527872	-0.590568	0.078747	0.912583	0.859565	-0.980431	-0.065224	0.434000	-0.111904	-0.850456	-0.805938	-0.786587	-0.730020	-0.457207	-0.390728	-1.425960	-1.282901	-1.047706	-0.976989	-1.704940	-0.921112	2.355406	2.001066	1.600743	1.282503	1.336922	0.598046	-1.144862	-1.082945	-0.407365	-0.718404	-0.755130	-0.627171	1.770130	1.801590	1.269449	1.601684	1.455164	1.481307	0.375669	0.851072	-0.073719	-0.462881	0.380796	0.709740	0.140225	0.000000	0.591208	0.548454	0.458632	0.495869	0.515174	0.443852
GSU1722	2.035604	1.605095	1.656063	-0.762814	-0.960604	-1.070722	-1.046589	-1.059877	-0.496881	-0.285591	-0.538968	-0.565694	0.243381	0.781745	0.598157	-1.559009	-0.685516	-0.719351	0.470854	-0.680861	-1.468214	-1.073925	-1.059952	-0.419682	0.037198	-1.216212	-0.800428	-0.085340	-0.291601	0.768688	-0.208745	2.386724	1.968005	1.341275	1.467469	0.836429	0.726898	-1.358260	-1.327090	-0.690710	-0.692319	-0.834092	-0.482265	1.688626	1.392254	1.519506	1.408357	1.254481	1.528179	0.382274	0.540492	-0.296377	-0.439101	0.405807	0.481678	0.277655	0.147802	0.000000	0.104166	0.165502	0.133747	-0.184583	0.159510
GSU1723	0.259357	-0.579281	-0.570229	-0.524398	-0.507974	-0.368968	2.552589	2.228404	2.154379	0.466737	0.866691	-0.376388	0.292908	0.629179	0.410659	0.692317	0.308653	0.284363	0.649124	1.201604	1.302950	1.635502	1.592557	2.268228	1.956388	0.689321	0.687343	1.035774	0.842213	0.621767	0.836869	-1.472342	-1.300100	-1.326888	-1.493556	-1.333813	-1.042813	-0.854366	-0.874889	-0.976394	-1.032259	-1.232132	-1.033163	-0.232055	0.222832	0.461654	0.151090	0.172256	0.298109	-0.378159	-0.310847	0.000000	-0.110081	-0.291867	-0.196126	0.032107	-0.244335	-0.568826	-1.106331	-0.520694	-0.721591	-0.610867	-0.681272
GSU1724	-0.141876	0.606652	0.416955	0.784597	0.733001	0.777707	-2.272276	-2.398783	-2.055496	0.369555	0.269846	0.000000	-0.755272	0.548857	0.182653	-0.739799	-0.448987	-0.925368	0.440349	1.491700	1.132465	1.484706	1.584879	1.511711	1.575504	1.670520	1.076150	1.399372	1.078627	1.548750	0.877925	-0.848170	-0.359032	-1.986446	-1.164775	0.136187	-0.869146	-0.152595	-0.443155	-0.265645	-0.481268	0.433725	0.818831	0.717520	0.684993	-0.582602	1.067757	-0.589211	-0.768446	-0.675258	-0.451979	-0.221771	-1.096838	0.041196	0.166038	-1.634881	-0.247472	-0.452407	-0.389871	-0.750479	-0.731495	0.036714	-0.744560
GSU1725	0.480690	0.963209	0.972493	1.400350	1.454714	1.508229	-1.946378	-1.890169	-1.589471	1.166079	1.155312	0.997895	0.251156	0.418998	0.450226	0.344239	0.482444	0.349978	0.428846	1.230286	0.938695	1.255450	1.233680	1.467272	0.592353	1.368044	1.232599	1.559367	1.179325	2.482814	1.932736	-1.598673	-1.539686	-0.052352	-1.207223	-0.471463	-0.606064	-0.861895	-1.169397	-0.564806	-0.596114	-0.513903	-0.682566	0.464529	-0.297209	-0.459839	0.090084	-0.422267	-0.025094	0.000000	-0.409493	-0.666890	-0.116955	-0.791893	-1.065812	0.208411	-0.517341	-0.713104	-0.414284	-0.194318	-0.337022	-0.169240	-0.152642
GSU1726	2.346516	-0.429342	-0.439893	-1.606203	-1.237982	-0.773976	3.316790	2.710265	2.403520	0.081648	-0.256693	-1.487071	0.239940	-0.455156	-0.062732	1.463256	0.742851	0.947933	-0.176670	-0.120675	-0.642759	-0.019712	-0.323524	-0.571370	-0.370590	-0.952369	-0.839247	-1.487175	-1.336733	-1.975590	-1.264306	-1.206685	-0.506693	0.074609	-0.034157	0.121306	0.035981	0.562046	0.536665	0.279802	0.498837	0.460761	0.364925	-0.283712	0.436966	-0.561669	-0.205055	-0.542391	-0.726430	0.000000	0.416109	1.038805	1.052138	-0.146589	0.409908	0.792344	0.349916	0.320835	0.441241	0.646448	0.134587	0.571085	0.595113
GSU1727	1.128372	-0.766750	-0.756238	-2.223042	-1.759615	-1.526623	3.663079	3.261497	2.918743	-0.328259	0.739442	-0.403858	-0.175210	0.549710	0.589636	0.655863	0.024480	0.823039	-0.165247	0.935761	0.951852	1.053222	1.421141	2.007377	1.662212	0.367859	0.198107	0.504230	0.215542	0.905153	0.354607	-0.743337	-0.616911	-0.796003	-0.473575	-0.174961	-0.116922	-0.246887	-0.250951	-0.173208	-0.551409	-0.092540	-0.186923	0.298745	0.237621	-0.677167	0.005617	-0.035813	-0.373752	-0.117334	-0.033214	0.204965	0.225594	-0.009145	-0.072695	-0.049732	-0.041364	0.000000	-0.028802	0.125063	0.001695	0.049951	0.073322
GSU1728	1.439512	-1.097616	-1.045345	-2.170814	-2.106934	-1.812774	3.623138	3.396158	2.824592	-0.006200	0.015456	-0.567098	0.277441	0.240778	0.687146	0.118879	-0.285869	0.608718	-0.193369	-0.514055	-0.567021	-0.822990	-1.150046	-0.329776	-0.009818	0.433018	0.381354	-0.427113	-0.610269	-0.318150	-0.244131	-0.822879	-0.182140	-1.294283	-0.934291	-0.672342	-0.113759	0.283791	-0.241507	0.425138	0.146651	0.582359	0.179109	0.517332	0.469840	0.666077	0.849639	0.518527	0.276378	0.294656	-0.257631	0.705924	0.003369	0.201125	0.092818	-0.349130	-0.068928	0.304310	0.187852	0.059511	-0.118433	-0.046331	0.000000
GSU1729	-1.274853	0.377350	0.293203	1.662544	1.617587	1.382277	-3.789302	-3.856595	-3.785517	1.253649	1.193653	1.468120	-0.276441	-0.927459	-0.544527	0.085459	0.222179	-0.073124	-0.503191	0.712707	0.110607	0.310028	0.242345	0.236524	0.104580	0.066894	-0.231389	0.463922	0.265125	-0.165220	0.032600	0.083598	-0.051584	0.148256	0.078586	-0.201639	-0.319043	-0.276015	-0.294809	-0.151660	-0.255570	0.066706	0.000000	-0.064815	-0.168296	0.381032	-0.238981	0.251856	0.266676	0.073110	-0.131627	-0.197904	-0.442239	0.229216	0.088530	-0.221309	0.082712	-0.377470	-0.399131	-0.363037	-0.511292	-0.451579	-0.462286
GSU1730	-0.920747	0.539409	0.449278	2.053258	1.926701	1.708270	-3.331630	-3.313241	-3.302337	1.682071	1.915463	2.243472	0.000000	-1.000916	-0.031202	0.954316	0.765292	0.208942	0.066054	0.260145	0.220395	0.623351	0.293479	0.468262	0.511804	0.183941	-0.124251	-0.032779	-0.146260	-0.024522	0.269290	-0.436783	-0.287496	-0.122505	0.080985	-0.360087	-0.129211	0.079125	0.148574	0.021571	0.185374	0.043948	0.043791	-0.376845	-0.409065	-0.136632	-0.502666	-0.287952	-0.272442	0.061551	0.125391	-0.036687	0.130947	-0.207225	-0.021886	0.325917	-0.041014	-0.051050	-0.137127	-0.312723	-0.121711	-0.125500	-0.082824
GSU1731	-0.968638	0.636202	0.674942	1.378578	1.376393	1.327765	-3.518580	-3.586307	-3.483416	1.955659	1.726273	2.101842	-0.184682	-0.056354	0.104282	-0.058886	0.037598	-0.039597	-0.023619	0.441531	0.418342	0.540022	0.510044	0.452521	0.361139	0.200915	0.378444	0.270822	0.277728	0.144113	0.000000	-0.472557	-0.476838	0.573187	0.098263	-0.401589	-0.429203	-0.245634	-0.394004	-0.198705	-0.342853	-0.072083	-0.134773	0.341339	0.244796	0.640477	0.047003	0.465118	0.584630	0.066027	0.070395	-0.101619	-0.481370	-0.159225	-0.130389	-0.517730	-0.072243	-0.461486	-0.435701	-0.409259	-0.430748	-0.460007	-0.417779
GSU1732	-0.600941	1.137385	1.035727	1.844343	1.426491	1.436944	-3.412107	-3.492013	-3.469022	1.650870	1.741478	2.238301	0.038621	-0.131831	0.712079	0.051928	-0.030195	0.136007	0.120234	-0.027163	-0.239978	0.203908	-0.118744	-0.012146	0.186481	-0.949490	-0.543566	-0.188211	0.129290	-0.349488	-0.227078	0.186592	-0.185161	0.704262	0.187479	0.016476	-0.163168	-0.090969	-0.349416	0.010609	-0.259170	0.236260	0.115335	0.194598	0.311752	0.000000	0.167862	0.052270	0.229719	0.371015	0.234774	-0.340571	-0.197552	0.000984	-0.027390	-0.092465	-0.123199	-0.288053	-0.510912	-0.486125	-0.468002	-0.429607	-0.749912
GSU1733	-0.624922	0.975759	0.900103	1.648510	1.164878	1.216780	-3.672821	-3.740282	-3.645931	1.325617	1.565232	1.526528	-0.182651	0.122504	0.321982	-0.409905	-0.418831	-0.123506	-0.103254	-0.667167	-0.826663	-0.634549	-0.752953	-0.699335	-0.632021	-0.423827	-0.321924	-0.533574	-0.525936	-0.713045	-0.429272	1.115920	0.467791	0.637330	0.205379	0.249435	0.012588	0.114210	0.054504	0.101096	0.118473	0.046204	0.028354	0.232005	0.092051	-0.091209	0.000000	0.043440	0.105323	-0.012234	0.186951	0.044496	-0.074177	0.003079	0.184823	-0.260296	0.087569	-0.304266	-0.213651	-0.190383	-0.158284	-0.477476	-0.309844
GSU1734	-0.492053	0.810939	0.812239	1.302350	1.142386	1.210782	-3.493064	-3.511062	-3.332609	1.445059	1.338800	1.263350	0.113717	0.487256	0.192262	-0.877776	-0.541665	0.251142	-0.501624	-0.689154	-0.798476	-0.390589	-0.303042	-0.750116	-0.915402	-1.113493	-0.905884	-0.619149	-0.596846	-0.203963	-0.415707	0.866012	0.762303	1.181210	1.161243	0.906961	0.750971	-0.085910	-0.139718	0.240709	0.079252	0.342718	0.281764	0.000000	-0.082096	0.111381	-0.096530	0.129833	0.195789	0.721669	0.491039	-0.262041	-0.315798	0.363133	0.238663	0.222100	0.289613	-0.179426	-0.353973	-0.254538	-0.390748	-0.233404	-0.312845
GSU1735	-0.562711	0.814108	0.910628	1.439391	1.396517	1.342031	-3.705081	-3.897985	-3.716016	1.364416	1.279320	1.618256	0.008862	0.072679	0.253393	-0.632356	-0.418054	0.043597	-0.329787	-0.197349	-0.095551	-0.672459	-0.515737	-0.394418	-0.236548	0.023846	0.635289	0.091308	0.053054	0.289881	-0.120305	0.270820	0.149874	0.458527	0.311616	0.495489	0.331320	-0.067167	-0.126775	0.162448	-0.027350	0.495088	0.593866	-0.218136	0.000000	-0.197017	-0.240832	-0.158490	-0.158187	0.404357	0.096769	-0.506653	-0.453848	0.044460	0.031288	0.008134	-0.026400	-0.381797	-0.455693	-0.442593	-0.438302	-0.564044	-0.622790
GSU1736	-0.746008	0.942246	0.722304	1.665542	1.808068	1.728866	-3.457694	-3.626676	-3.762501	1.594619	1.526506	1.782096	-0.213299	-0.245878	0.000000	0.462699	0.070376	0.101202	-0.071644	-0.363271	-0.349639	-0.294930	-0.215540	-0.385138	-0.410209	-0.035057	-0.025235	-0.637374	-0.742921	-0.196751	-0.216741	-0.282820	0.023572	0.156221	0.412788	0.101812	0.149087	0.007198	-0.043068	0.044202	-0.009051	0.171544	0.219663	0.291910	0.112959	0.360867	0.104997	0.231773	0.485738	0.265795	0.123358	-0.263506	-0.294215	-0.091580	0.129388	0.021361	0.016766	-0.157911	-0.249279	-0.236493	-0.276337	-0.508164	-0.245010
GSU1737	-1.070621	0.729073	0.732229	1.866280	1.506753	1.492120	-3.505809	-3.302856	-3.283438	1.338710	1.296582	1.644251	0.148831	-0.114473	-0.064287	-0.336268	0.134223	0.015096	-0.107884	-0.413803	-0.507654	-0.240236	-0.271593	-0.484879	-0.298392	-0.534651	-0.607054	-0.247766	-0.319023	-0.287930	-0.151958	0.398987	0.039310	1.535203	1.018454	0.582938	0.216084	-0.235821	-0.337308	-0.173873	-0.068488	0.159808	0.066961	0.198027	0.117181	0.211247	0.030689	0.186588	0.338477	1.117872	0.591810	0.000000	-0.272888	0.524051	0.421023	0.777274	1.012910	-0.282725	-0.442918	-0.203951	-0.641533	-0.518852	-0.694978
GSU1738	-1.197747	0.418181	0.456644	1.707930	1.392334	1.283359	-3.137456	-3.018695	-2.993908	1.212576	0.968435	1.380636	-0.356804	0.004339	0.000401	-0.462023	0.177533	0.113143	-0.367765	-0.978912	-1.483973	-1.011965	-1.248423	-1.344981	-1.343125	-1.315186	-1.380737	-1.534324	-1.558463	-1.566158	-1.045240	0.402087	0.282921	0.671024	0.951780	0.113171	0.000000	0.126151	0.174696	0.151104	-0.244899	0.706337	0.259315	-0.051471	0.018770	0.294067	-0.147031	0.151123	0.238259	0.201751	0.152496	-0.185805	-0.199396	-0.167570	0.077766	0.088974	0.032778	-0.355111	-0.487932	-0.445450	-0.611736	-0.583913	-0.589501
GSU1739	-1.285950	0.468160	0.464717	1.917718	1.684364	1.457427	-3.286755	-3.289866	-3.045023	1.755489	1.553161	1.638884	-0.137726	0.109918	-0.106948	-0.176330	0.324565	0.086366	-0.080974	-1.136742	-1.142885	-0.742904	-0.944561	-0.972728	-0.877501	-1.004411	-0.967847	-0.690008	-0.618643	-1.180824	-0.694838	-0.039879	-0.050074	0.245101	0.368248	-0.000896	0.041323	0.158208	0.104840	0.069475	0.139887	0.523046	0.450227	0.132125	0.203964	0.132915	0.000000	0.224229	0.314285	0.554365	0.558831	-0.110280	-0.284479	0.164660	0.430824	0.199133	0.389226	-0.121118	-0.112126	-0.036677	-0.323194	-0.336336	-0.210639
GSU1740	0.711355	-0.569951	-0.617986	-0.802676	-0.112494	0.650820	1.851013	1.379364	0.944250	1.452339	1.352093	-0.166519	-0.738890	-0.416745	-1.069926	2.668676	2.086723	-0.023920	1.035854	2.473660	-0.117370	-2.656732	-0.000544	-0.193865	-0.073133	-0.731572	-0.235782	-1.592351	-1.201858	-2.280302	1.092534	-1.612098	-1.570545	0.462373	0.190293	0.143384	-0.084696	-0.789320	-0.255686	0.092822	0.793697	-0.507643	-0.344962	-0.324118	0.024676	-0.009702	-0.006448	-0.026421	-0.277764	0.495431	0.290603	0.737653	0.718829	1.113097	0.000000	1.059794	0.493874	0.026710	0.169819	0.263566	0.277589	0.257779	0.099874
GSU1741	0.149058	-0.104851	-0.054672	1.179463	1.705110	1.823056	-0.685848	-1.043795	-0.863409	1.801194	0.447436	0.516453	-0.035194	-0.224731	-0.052412	1.632091	0.709073	0.480899	0.330633	-0.079333	-0.383842	-0.169679	-0.058335	0.287379	0.387328	3.815381	3.228677	0.485624	-0.281838	2.705363	2.202377	-0.586091	-0.562891	0.374757	0.467754	0.322315	-0.269312	0.388423	-0.970869	-0.892072	-1.043630	-0.470004	-0.543344	0.000000	0.599952	0.678421	0.567881	0.934479	0.625277	0.174101	-1.448769	0.023752	-0.419657	-0.218345	-0.120981	-0.695857	0.402235	0.587084	-0.241445	-0.063031	-0.450848	-0.374949	-0.425371
GSU1742	0.417622	0.469567	0.525468	0.498625	0.251613	0.275181	0.290433	0.244855	0.265390	0.220436	0.294538	-0.458797	0.204522	0.204197	0.133187	0.577170	0.253813	-0.011386	0.560541	1.457982	1.869728	1.786880	2.008183	1.772652	1.503342	1.182625	1.120154	1.018523	0.684078	1.117208	0.831787	-0.943887	-0.585972	0.000000	-2.013260	-0.223738	-1.882004	-1.918608	-1.151010	-0.992186	-1.210424	-2.068966	-2.404615	-1.328969	-1.402144	-0.962888	-1.017288	-1.467228	-0.485469	-0.050887	-0.157958	-0.221495	-0.110854	-0.206892	-0.438568	0.103096	-0.262816	-0.492454	-0.293761	-0.135846	0.023083	-0.362767	-0.152647
GSU1743	0.988333	0.286215	0.162283	-1.326017	-0.805873	-1.274387	2.524269	2.133365	1.200186	-0.902046	0.112247	-0.192877	-0.196346	-3.292033	1.427631	2.318724	0.952729	-0.449218	0.933500	-0.791150	-0.628402	-0.994186	0.113096	-0.889474	-0.470631	0.166915	0.602833	0.508212	1.234742	-1.095482	-0.189820	1.066225	0.438318	2.082967	-0.857503	1.192110	-0.539758	-0.327150	-0.530318	-0.288919	-0.981231	0.699634	0.145682	0.656865	0.161489	-0.404344	0.225009	0.207070	-0.813662	1.448190	-0.663444	0.209833	-0.195736	0.067866	-0.984099	0.488975	-0.490926	-0.564346	0.000000	-0.408227	-0.685909	0.368616	-0.646338
GSU1744	2.534461	2.406819	2.327991	0.568949	0.532010	0.680585	-0.916988	-1.210156	-0.867721	-0.459025	-0.209408	-0.481053	-0.178056	-1.351226	-0.593446	2.284605	1.882482	0.356887	0.460857	1.017833	1.109479	0.683110	0.648719	1.502067	1.243060	0.951404	0.978748	0.398754	0.127969	1.385206	1.004761	-2.041259	-1.602523	-0.664609	-0.495896	-0.638028	-0.341843	-0.649972	-0.852421	-0.884767	-1.634473	-0.813735	-0.827134	0.190815	0.708266	1.027344	0.061166	1.046655	1.078973	-0.045745	-0.375208	-0.041550	0.128768	-0.265940	-0.177020	0.160748	-0.232407	-0.260816	-0.004182	-0.043867	0.088620	-0.136546	0.000000
GSU1745	2.263460	2.026144	2.100035	0.240945	0.179679	0.249953	-1.606954	-1.779444	-1.576133	-1.115354	-0.900924	-0.524588	-1.261432	-1.979818	-1.133673	2.698329	1.491939	0.000000	-0.073863	-0.871978	-0.978197	0.193572	0.961106	0.026149	-0.562395	1.331940	1.121735	0.600750	0.070459	0.645214	0.122431	1.083035	0.331698	0.203144	-0.490785	1.153467	-0.684951	-0.647115	-1.623654	0.039682	-0.824305	0.393002	-0.109413	0.389778	0.061322	1.195696	0.673080	0.923239	0.124570	0.071502	-0.277901	-0.096418	-0.943602	-0.578795	-0.991154	0.257230	-0.617388	-0.425157	-0.437198	-0.438709	-0.879269	-0.110902	-0.544374
