GENE	Log_Ratio_7440_1	Log_Ratio_7440_2	Log_Ratio_7440_3	Log_Ratio_7440_4	Log_Ratio_7440_5	Log_Ratio_7440_6	Log_Ratio_7440_7	Log_Ratio_7440_8	Log_Ratio_7440_9	Log_Ratio_7440_10	Log_Ratio_7440_11	Log_Ratio_7440_12	Log_Ratio_7441_1	Log_Ratio_7441_2	Log_Ratio_7441_3	Log_Ratio_7441_4	Log_Ratio_7441_5	Log_Ratio_7916_1	Log_Ratio_7916_2	Log_Ratio_7917_1	Log_Ratio_7917_2	Log_Ratio_7917_3	Log_Ratio_7917_4	Log_Ratio_7917_5	Log_Ratio_7917_6	Log_Ratio_7918_1	Log_Ratio_7918_2	Log_Ratio_7918_3	Log_Ratio_7918_4	Log_Ratio_7918_5	Log_Ratio_7918_6	Log_Ratio_7920_1	Log_Ratio_7920_2	Log_Ratio_7920_3	Log_Ratio_7920_4	Log_Ratio_7920_5	Log_Ratio_7920_6	Log_Ratio_7921_1	Log_Ratio_7921_2	Log_Ratio_7921_3	Log_Ratio_7921_4	Log_Ratio_7921_5	Log_Ratio_7921_6	Log_Ratio_7923_1	Log_Ratio_7923_2	Log_Ratio_7923_3	Log_Ratio_7923_4	Log_Ratio_7923_5	Log_Ratio_7923_6	Log_Ratio_7924_1	Log_Ratio_7925_1	Log_Ratio_7926_1	Log_Ratio_7926_2	Log_Ratio_7926_3	Log_Ratio_7926_4	Log_Ratio_7926_5	Log_Ratio_7926_6	Log_Ratio_7927_1	Log_Ratio_7927_2	Log_Ratio_7927_3	Log_Ratio_7927_4	Log_Ratio_7927_5	Log_Ratio_7927_6
GSU1746	1.108146	1.677333	1.427668	-0.590968	-0.399169	-0.033077	-0.909639	-1.242929	-1.400674	-0.912710	-0.526748	-0.869633	-1.196060	-2.281880	-1.749567	3.066465	1.047545	0.431684	-0.877085	-1.253556	-0.923397	-2.015715	-1.408028	-1.546874	-1.965173	-1.576625	-1.261651	-0.419410	-0.220924	-0.920862	-0.593157	0.716602	0.382189	1.319545	0.046662	-0.269314	0.002036	0.243574	0.046201	0.469023	0.434987	0.261151	0.318108	0.502990	0.769534	0.318447	0.324326	0.619790	0.467448	-0.179512	0.984396	0.486062	0.788328	0.847614	0.495583	0.622741	0.735773	-0.065264	-0.090454	0.000000	-0.185673	0.076817	-0.011402
GSU1747	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.545360	-0.589168	1.475672	0.218452	-0.498620	-0.278257	0.100591	-0.429688	-0.553555	-0.969830	-1.445575	-1.255558	-0.502182	-0.028410	-1.322783	-4.422314	0.547676	0.525418	0.430073	0.434335	0.028410	0.060227	0.485299	-2.298242	-0.661920	-0.482098	-0.941233	-0.732007	0.062462	-0.688254	-0.519129	-0.200560	0.769840	0.094682	0.609211	0.612782	-1.104454	0.410719	0.433904	0.356089	1.284575	0.774302	0.478990	0.613413
GSU1748	3.484806	2.540233	2.741773	0.902504	1.137057	1.203620	-1.607108	-1.940015	-1.698180	0.854408	0.603831	1.149897	1.650275	0.488500	0.462923	0.933612	0.370031	0.364928	1.197209	-0.052361	0.017192	0.584956	0.052679	0.997021	1.316963	1.097056	0.866806	0.557546	1.104969	-0.524792	0.271938	-1.640223	-1.228354	-1.495839	-0.779316	-0.689319	-0.446718	0.058916	-0.051965	-0.234968	-0.315426	-0.333585	-0.325497	-0.074002	0.244587	0.004726	-0.396470	0.062544	-0.688209	-0.435414	-0.201504	0.000000	-0.176025	-0.356245	-0.061568	-0.161712	-0.191758	0.033631	-0.177790	-0.190418	-0.139769	-0.547357	-0.073110
GSU1749	1.395562	1.113275	1.046036	-0.472684	0.182825	0.377626	-1.551612	-2.006459	-2.133743	-0.901542	0.158482	0.480379	0.786521	-1.654251	-0.607996	0.714865	-0.202412	-0.629486	0.244178	-1.617339	-1.807759	-2.244390	-1.737378	-2.368353	-2.534367	-0.088637	-0.246107	-0.079133	-0.153762	-0.748562	-0.571357	1.815970	0.814539	1.429578	1.330681	0.750979	0.193407	-0.742707	0.439749	0.923493	0.711139	0.115114	0.026796	-0.514559	0.167114	0.279458	-0.097588	0.181118	-0.017973	0.310835	-0.300934	-0.068400	-0.033155	-0.116817	-0.126297	0.000000	-0.056146	0.741339	0.895800	0.474092	0.178270	1.219157	0.239938
GSU1750	1.757495	1.087189	1.016568	0.315633	0.132020	0.770504	-0.583007	-1.449997	-1.553038	-3.296138	-2.502172	-1.832496	-0.547595	-3.399960	-0.619001	1.394932	0.614357	0.317834	-1.340741	-2.276690	-1.662272	0.519869	-0.271675	-0.142236	-1.060356	-0.998034	-0.750590	-0.030003	0.140792	0.284579	0.323408	-0.044559	-0.090420	1.182656	-0.195268	-0.920701	-0.762182	0.152523	0.385215	-0.112218	0.007504	-0.109356	-0.043038	0.466239	0.412920	0.301982	0.264046	0.471938	0.861665	0.249477	-0.398564	-0.530077	-0.259487	-0.244148	-0.018744	0.283683	0.000000	0.000942	0.124534	0.053200	0.610670	0.255869	0.059975
GSU1751	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.316264	0.080268	-1.641108	-0.092226	-0.905942	-2.326035	0.418461	1.228720	1.909605	1.786566	2.989493	0.734697	-0.562947	-0.383951	-2.315438	-1.287894	0.038367	0.016944	0.047050	-0.428771	-0.034111	0.199424	-0.118130	0.178906	-1.210425	-1.600461	0.890109	-0.958460	-0.007364	0.016148	-0.462776	0.478835	0.234880	-0.676708	-0.070477	-0.220383	-1.294063	-0.234134	0.324087	0.112377	0.101975	0.003667	-0.003667	0.234692
GSU1752	0.289942	-0.008961	0.013255	0.180932	0.359333	0.156743	-2.153446	-2.443471	-2.394285	0.286517	-0.299445	0.461444	-0.034112	-0.834987	-1.189165	-0.277706	0.022870	0.000000	-0.925240	-1.347198	-0.972867	-1.038088	-0.499932	-1.240090	-1.274032	-2.036442	-1.891163	-0.213687	-0.309407	-1.391687	-0.941524	0.369864	0.077089	0.744478	-0.442402	-1.525299	-1.372187	0.973738	1.021342	0.549171	0.532131	1.295232	1.260457	-0.035226	-0.504590	0.222674	-0.320423	-0.028866	0.278567	0.442628	0.946101	-1.045104	-0.676861	0.436702	0.777227	1.370707	0.805720	1.506197	1.226143	1.305871	1.225254	0.858760	0.494758
GSU1753	0.536812	0.575224	0.695800	0.095187	0.334563	0.311313	-0.735724	-0.728850	-0.348896	-0.181435	0.237634	-0.358568	-0.566274	0.000000	0.177032	-0.135563	0.705248	-0.237167	0.309344	2.412256	2.962874	2.305822	1.778579	2.356474	3.181347	1.789314	1.456715	1.332216	1.663602	2.815638	2.038624	-0.285179	-0.532743	-1.090534	-0.271446	-0.854354	-0.618933	0.292198	0.209040	-0.136020	-0.079896	0.039681	-0.037997	0.310426	0.708769	0.551441	0.452844	-0.378063	-0.117818	-0.704147	-0.022053	-0.225793	-0.170192	-0.439262	-0.419279	-0.051652	-0.404906	-0.279504	-0.052099	-0.129225	0.223069	-0.112353	0.192592
GSU1754	-0.589399	0.911170	0.988723	1.737257	1.903744	1.898014	-3.484242	-3.333464	-3.052673	1.515591	0.525321	1.264462	0.893312	0.141131	0.267582	-0.518921	-0.664574	-0.213266	0.260679	-0.047145	-0.408319	0.215177	-0.539364	-0.710403	-0.264052	0.703559	0.458203	-0.143897	0.670843	0.367435	-0.451911	0.769620	1.208475	-0.483793	-0.228565	-1.017958	0.000000	0.295548	-0.242039	0.985650	0.017408	0.544243	0.727033	0.388046	-0.045064	0.329365	0.072786	0.450280	0.453131	-0.411956	0.132210	-0.285191	-0.968641	-0.497284	0.327240	-0.569004	-0.270056	-0.013554	-0.131044	-0.514136	-0.260223	-0.115905	-0.488350
GSU1755	-0.011661	0.959429	0.948416	1.663166	1.455374	1.511761	-3.343036	-3.609749	-2.988447	1.001609	0.686269	1.056116	0.924578	-0.478089	-0.271447	-0.033502	-0.421017	0.271646	-0.383437	1.476300	1.278495	0.872694	0.288310	0.118554	1.458811	1.078560	0.670118	-0.107402	-0.070362	0.196683	-0.464584	1.171576	-0.007252	1.107074	0.595431	0.611875	0.097222	-0.522831	-0.436385	-0.393974	-0.560473	0.003848	0.000000	0.111877	0.277660	0.783834	-0.111868	0.329206	0.394391	0.316844	-0.092959	-0.256693	-0.172309	-0.616498	-0.223401	-0.493886	-0.126158	-0.629395	-0.467964	-0.339609	-0.263720	-0.476458	-0.494544
GSU1756	0.686168	1.036722	1.045289	1.441144	1.380258	1.088441	-3.403240	-3.393824	-3.399052	0.422555	0.455407	0.827179	0.445824	0.770862	0.135351	-1.199303	-0.908146	0.177944	-0.480108	0.914802	1.104265	0.711106	1.330559	0.994597	0.695119	0.695603	0.426549	0.080620	-0.564364	-0.159610	-0.262919	0.416991	-0.401150	-0.853698	-0.963232	-0.021367	-0.889708	-0.019358	0.078910	-0.257874	0.147674	0.063792	0.009474	0.000000	0.197099	-0.540318	0.362011	-0.256457	-0.682369	-0.064641	-0.011620	-1.466926	-0.327964	-0.793477	-0.693871	-0.518563	-0.519592	-0.744013	0.009788	-0.274654	0.284453	-0.577062	-0.287389
GSU1757	-1.498217	-0.254228	-0.222250	1.318580	1.227422	1.002336	-3.881105	-3.438015	-3.228937	0.759674	0.178515	0.659602	0.083960	-1.065235	-0.990300	-0.832571	-0.269450	-0.198144	-1.031293	-0.749669	-1.263502	0.098550	-1.976035	-1.400062	-0.927007	-1.500718	-1.782071	-0.916132	-0.850429	0.062286	-0.700439	0.628008	0.445363	0.494092	0.011400	0.653047	0.214516	0.047394	-0.167002	-0.178058	-0.307954	0.274108	0.049070	0.445969	0.365973	0.026469	0.298032	0.430098	0.407290	0.212087	0.091902	-0.188015	-0.836305	0.022466	-0.065985	-0.314039	0.060662	0.068655	0.012171	0.077864	-0.012134	-0.001203	0.000000
GSU1758	-0.913887	0.618593	0.579799	0.838686	0.458208	0.506756	-1.477819	-1.737224	-1.593464	-0.554029	-0.905262	-0.433946	-0.447130	-0.836003	-0.429920	-0.334026	0.124754	-0.237924	-0.531007	1.838833	1.962166	1.407692	1.456023	3.106596	2.685153	1.745658	1.662270	0.012838	-0.680605	2.028938	1.816014	0.248773	0.107481	1.548815	0.958723	0.032356	0.279238	-0.834839	-0.667726	-0.472877	-0.190334	-0.315892	-0.455209	-0.148570	-0.167880	-0.339955	-0.372681	-0.318091	-0.118487	0.338288	-0.270459	-1.017445	-0.437162	-0.098552	-0.558132	0.889844	0.516421	0.094500	0.042235	0.018287	0.344627	0.162680	0.000000
GSU1759	-2.178167	0.073044	0.159040	2.916529	2.448613	2.163701	-2.787860	-2.787327	-2.633231	0.605666	0.603377	0.734200	0.368088	-0.330420	-0.130254	-0.559746	0.367992	-0.680080	0.566344	-0.093866	-0.446068	-0.983740	-0.805006	-0.624847	-0.626097	1.146431	1.220389	-1.022413	-1.357190	0.068735	0.071880	0.686870	0.094221	0.788743	-0.514666	0.029148	-0.069461	0.028679	-0.083078	-0.389411	-0.263454	-0.124299	-0.393798	0.418256	0.143930	0.782351	0.260785	0.453797	1.037162	0.196006	0.250670	-0.394401	-0.488874	-0.116504	-0.097277	-0.353607	0.133242	0.000000	0.034802	-0.058666	-0.020124	0.035306	-0.069467
GSU1760	-2.188399	0.004738	0.020870	1.403256	1.420528	1.376086	-2.603136	-2.869492	-2.543391	-0.313300	-0.536949	-0.353363	-1.191787	-2.839418	-1.270071	1.488309	0.820235	-0.240026	-0.957066	0.982257	1.177864	0.089454	0.187314	1.111546	1.383071	1.219693	1.277014	0.018535	0.153164	0.816840	1.174009	0.221101	0.694544	0.588297	0.313637	0.041259	0.156088	0.019853	-0.096739	-0.019276	-0.031266	-0.223027	0.124541	-0.409790	-0.279406	-0.145900	-0.282855	0.457584	-0.116750	-0.070468	0.043733	0.137698	-0.521854	-0.000562	0.339761	-0.058929	0.000000	-0.250778	-0.462336	-0.430533	-0.603442	-0.570078	-0.833382
GSU1761	1.305653	1.060351	1.060127	-0.423209	-0.386115	-0.414084	-0.455808	-0.407867	0.583756	-0.461924	-0.101215	-0.626041	1.009481	1.281677	1.336957	-1.775545	-1.546893	-0.005811	0.128081	-0.067539	-0.162400	-0.100975	-0.113850	0.000000	-0.022676	0.181518	0.218261	-0.020747	0.022480	-0.045828	-0.052347	2.521670	2.378309	2.524739	2.181257	1.978540	2.004973	1.830697	1.733074	1.871347	1.830539	1.862528	1.835913	-0.449098	-0.584397	-0.355292	-0.506096	-0.609295	-0.277389	0.123955	0.001573	-0.344615	-0.412472	-0.305657	-0.257490	-0.413858	-0.340750	0.091914	0.070293	0.083526	0.086191	0.088968	0.112909
GSU1762	1.958764	1.758324	1.975698	-0.454894	-0.351569	0.148155	0.153044	-0.393966	-1.448241	-2.821387	-1.095602	-1.382883	1.443992	-0.969403	0.728209	-0.531771	-1.485432	0.000000	-0.325760	0.756871	0.250539	-0.075855	-0.318618	1.034688	1.302665	0.525732	0.850809	-0.676698	-0.501599	0.551190	0.454601	0.884192	1.794595	-0.915486	-0.266780	0.145136	-0.086935	0.408861	-0.058637	-0.713468	0.245632	0.254973	0.543425	-0.871865	-1.239750	-0.396183	-1.677953	-0.673646	-1.095060	-0.405276	0.952807	0.638278	0.521963	-0.380159	0.586770	-3.053672	-0.332028	0.915819	0.393848	0.131564	0.144998	-0.136134	0.065437
GSU1763	0.850613	1.443286	1.648036	-0.026403	0.197716	0.010061	-1.303101	-1.476652	-1.574290	-0.640385	-0.876332	-0.748177	1.587095	-0.278624	-0.234127	-1.046530	-1.067659	-0.172774	-0.243164	2.333426	1.406684	0.559482	0.000000	1.558520	1.433436	-0.298439	0.063302	0.526716	0.444861	0.834101	1.008776	0.843615	1.159726	-0.234783	-0.114693	2.204402	1.111142	-0.235167	-0.668094	-0.386145	-1.736908	0.452030	0.073052	2.199423	0.639568	2.076613	2.106383	1.287308	1.758998	0.083787	-0.366161	0.304192	-0.347893	-0.191182	0.131229	-0.899408	-0.197066	-0.206139	-0.318740	-0.316837	-0.367092	-0.212875	-0.245204
GSU1764	1.493150	0.764450	0.920457	-0.002997	-0.177513	-0.134171	-0.337250	-0.004482	-0.387571	-0.519504	-0.501327	-0.589774	1.125987	0.886093	1.161234	-1.862248	-1.092958	0.312253	-0.225009	-2.553599	-2.276738	-3.141679	-1.537141	-1.820383	-1.914792	-0.956857	-0.974574	-1.678711	-1.597693	-2.221710	-1.356581	-0.553449	0.406573	-0.521385	0.258395	-0.009347	0.539177	0.474387	0.608366	0.000000	0.198672	0.309029	0.558072	-0.195676	-0.129691	0.119029	-0.404781	0.050708	0.194297	0.447532	0.443780	0.517031	0.736712	0.587314	0.936161	0.661242	0.740197	0.351463	0.338714	0.184268	0.042209	0.674152	-0.022628
GSU1765	2.130310	1.828825	1.641779	-1.106891	-2.148947	-1.378560	-0.011714	-0.147324	-0.624458	-0.334886	-1.524958	-1.510772	1.299656	1.279943	0.252163	-2.179035	-1.980894	-0.056342	-0.474924	-0.238257	0.691196	-0.216859	0.112360	0.427036	0.516064	-1.170699	-1.317735	1.311026	1.323084	2.174106	0.874066	0.000000	-0.062628	-0.300095	-1.101720	0.370882	-0.206172	-0.209711	-0.547629	0.093024	-0.065908	1.060702	0.772143	0.409330	0.161247	0.062033	0.022345	0.359939	0.374346	0.189864	0.035550	-1.285030	-1.408812	-0.509962	-0.701423	-1.215372	-0.844700	0.443570	0.792769	0.572258	0.831506	-0.039537	0.832957
GSU1766	1.108486	1.005213	0.978875	-0.000496	0.334187	0.362525	-0.097938	-0.654928	-0.415044	-0.763075	-0.939147	-0.246527	1.668704	-2.125572	0.464468	0.513916	-0.241462	-0.153506	0.265528	-2.613498	-3.136150	-2.443707	-2.052798	-1.706828	-2.038076	-1.245922	-1.299728	0.355707	0.634389	-0.748040	-0.509702	0.408970	0.646927	-0.193391	-0.171088	-0.122105	0.870104	0.291224	0.193702	-0.416015	-0.632363	-0.717450	0.375041	0.096975	0.735924	0.804290	0.219320	1.086892	0.905634	0.483798	-0.119194	-0.262056	-0.060941	-0.140101	-0.177643	0.000000	1.015425	0.566561	0.791456	0.695133	0.509881	0.539636	1.106796
GSU1767	2.146591	1.170243	1.297371	-0.457006	-0.429745	-0.269629	2.563457	2.224605	2.132768	-0.117227	-0.319818	-0.457624	1.679151	1.424212	1.235800	-0.079994	-0.307512	0.433215	1.147448	1.922154	2.074457	0.981126	1.186002	1.486999	1.116764	1.760410	1.760599	1.328465	1.279862	2.021005	1.759344	-1.592675	-1.112856	-0.198832	-1.123143	-0.004323	-0.253647	-0.204208	-0.441804	0.194033	0.770479	-0.224161	-0.363041	-0.270141	0.161955	0.936284	-0.072198	0.372397	1.264139	-0.104255	-0.509941	-0.603996	-0.120541	-0.320291	-1.053260	0.246139	-0.711337	-0.210400	0.239962	0.000000	-0.095585	-0.013577	-0.129747
GSU1768	-0.917530	0.781817	0.880817	2.052872	1.789334	1.702838	-2.140051	-2.687227	-2.190742	0.490573	0.136699	0.786008	0.086858	-1.016910	0.384013	0.312033	0.519594	-0.205080	0.319315	-1.369259	-1.617495	-0.721580	-0.209327	-0.352118	-0.528882	-2.836679	-2.754273	0.986746	0.788959	0.471137	-0.388741	0.156699	0.718337	-0.854390	-0.999596	-0.402197	-0.345111	0.465401	0.248804	0.708639	0.289089	1.151988	1.400984	0.460073	0.378649	-0.312905	0.078758	-0.273379	0.094946	-0.139691	0.229660	-0.016643	-0.233418	-0.016273	-0.457873	-0.106185	-0.074500	0.000000	0.094857	-0.143343	-0.171320	0.014400	-0.299830
GSU1769	1.354285	0.486272	0.584360	-1.135860	-0.093723	-0.602048	2.132278	1.751778	1.325103	0.000000	0.387554	0.074007	2.037085	1.085067	1.451535	-0.633357	-1.330328	-0.018256	1.062257	-1.349266	-1.019873	-2.288601	-1.601899	-1.099512	-0.953359	-3.003252	-2.224275	-0.814209	-0.601722	-1.006025	-0.175705	-0.261853	0.887819	-1.027095	-0.704330	0.014260	0.041517	0.208218	0.496549	-0.051588	0.138863	-0.250824	-0.079945	-0.899541	-0.490679	-0.126106	-0.379255	0.789138	-0.471019	-0.191473	0.844798	0.187157	0.742460	0.241028	0.024189	-0.079128	0.143731	0.284210	0.732732	0.673060	0.686404	0.855092	0.644562
GSU1770	0.501775	-0.049184	-0.051895	-1.532749	-1.157125	-0.824087	1.003649	0.778190	0.433873	0.465919	0.804297	0.907808	1.736271	0.542950	1.211246	-1.145260	-1.811678	0.665988	-0.452576	-0.032074	-0.279758	-0.871061	0.158718	-1.219882	-0.468461	-1.067167	-1.639018	-1.209734	-2.257855	-0.748873	0.217250	0.779196	0.723091	1.043758	1.013654	1.088127	0.340412	-1.398752	-1.855660	-1.754186	-1.647518	-0.923162	-0.941037	0.480934	-0.396060	0.513204	0.000000	0.301516	0.165960	0.990915	1.413961	-1.491539	-0.515209	-0.868446	-1.760850	-0.145713	-1.061608	0.294486	0.612051	0.298792	0.873734	0.979038	0.842829
GSU1771	-0.275780	0.464160	0.178922	0.267794	0.299848	0.606059	-1.729609	-2.454935	-2.543566	-0.979845	-0.622424	0.244941	-1.675880	-3.136982	-2.340157	2.665546	1.760626	0.000000	-1.090739	-0.467760	-0.531137	-0.261887	-0.144771	-0.356777	-0.099176	-0.803943	-0.693615	-0.016551	0.131785	0.351174	0.067725	-0.366164	0.435918	1.204597	-0.240216	-0.861390	-0.151390	-0.053113	-0.041979	-0.726036	-0.588327	-0.189131	0.135558	0.947043	0.754435	0.065830	0.971229	0.686634	0.380419	0.512959	-0.175775	0.186083	0.239414	0.265309	0.471046	-0.531138	0.179000	1.139006	1.202740	0.288702	0.989535	-0.118466	1.316595
GSU1772	-0.202513	-0.104039	0.001618	-2.328617	-1.581238	-1.275724	-0.455680	-0.715963	-1.455871	0.000000	0.551346	0.996237	0.278164	-1.775739	-0.897747	0.356394	-0.698757	0.014454	-1.109528	0.366721	0.677702	-0.413001	-0.317734	0.224115	-0.159493	-2.657607	-2.626930	-1.716742	-2.495964	-2.638908	-2.230563	1.032242	1.041768	1.937550	0.954883	-0.338425	-0.109332	0.009691	0.206707	0.151563	0.274864	0.499926	0.340347	0.145427	-0.660553	0.438573	-0.371957	-0.012362	0.730448	-0.470813	0.547088	-1.070400	-1.111547	0.057706	-0.332283	-0.428230	0.359529	0.059388	0.276463	0.188256	0.194592	0.272301	0.148098
GSU1773	0.623897	1.230967	1.274696	0.277015	0.907117	0.882342	-2.526177	-3.087351	-3.007029	-0.158693	-0.393040	0.307303	-0.579766	-2.839098	-0.999346	1.987773	0.901707	-0.306023	-0.305470	0.623533	0.484856	0.293295	0.165437	0.600426	0.379967	1.584704	1.309335	0.218969	-0.331691	1.067884	1.214170	-0.116006	-0.259311	1.027505	0.126423	-0.628334	-0.346118	0.255542	0.710991	-0.062443	1.149672	-0.800474	-0.662016	-0.142152	-0.036166	-0.353256	-0.117169	-0.151038	-0.280692	-0.670070	0.589400	-0.318605	-0.560020	-0.244957	-0.351386	-0.508930	-0.160518	0.000000	0.447737	0.421311	0.530859	0.999552	0.899606
GSU1774	0.634691	1.489527	1.537931	0.635450	0.925816	1.352297	-3.013925	-3.233097	-3.225317	0.183407	0.440876	0.419473	-1.530760	-1.724302	-0.667017	1.866986	1.283070	-0.193659	-0.115150	0.683562	1.166153	-0.612611	0.286123	-0.273766	-0.941190	0.686914	0.448348	-0.299672	-1.083836	-1.266768	-1.036045	0.455843	0.763412	0.350767	-0.125516	-0.899084	-0.770087	0.259715	0.311558	0.029328	0.268667	0.147297	0.232867	0.019446	0.039829	0.131217	-0.089040	0.039485	0.000000	-0.708734	-0.841186	-0.571002	-0.330396	-0.715428	-0.284582	0.142921	-0.118555	-0.606259	-0.486004	-0.604342	-0.344565	0.070220	-0.561882
GSU1775	0.295774	0.845331	0.848214	0.161487	0.924524	0.663725	-3.286602	-3.727583	-3.375150	0.269958	-0.325896	-0.145014	-1.174113	-2.331554	-1.196878	1.124984	0.722890	-0.398432	-0.743436	1.076232	1.143381	0.000000	0.197086	-0.047945	0.285392	-0.329952	0.181082	-0.883667	-0.878860	-1.097012	-0.911874	1.381305	0.760460	0.841993	0.321325	-0.151836	-0.241853	0.078100	0.071488	0.230178	-0.012653	0.171310	0.107398	0.263031	0.475257	-0.071822	0.374513	0.377251	0.507119	-0.671884	-0.682647	0.074182	-0.251410	0.011986	-0.150694	0.898419	-0.015695	-0.321804	-0.467182	-0.619146	-0.553507	-0.385638	-0.360111
GSU1776	-0.082663	0.395367	0.246624	0.242858	0.768786	0.896707	-2.275817	-2.728161	-2.515809	-0.276802	-0.019103	0.848678	-1.082565	-2.514826	-1.471581	2.009337	1.184907	-0.255591	-0.494296	-1.371471	-1.438723	-0.974807	-1.273277	-1.381119	-1.020103	-1.549717	-1.517725	-1.706409	-1.492112	-1.841218	-0.927815	1.178369	0.399879	1.052200	0.048154	-0.053173	0.000000	0.286610	0.192115	0.356298	0.131235	0.046162	-0.169777	0.335929	0.060168	0.972918	0.265555	0.790437	0.906461	0.063018	0.045749	0.216481	-0.130832	0.283391	-0.047315	-0.005366	0.274977	0.055259	-0.017579	-0.077595	0.012111	-0.260124	0.049014
GSU1777	-0.246807	0.205900	0.140376	-0.104016	0.327771	0.787153	-2.757411	-2.987757	-3.072778	-0.319546	0.453104	0.726103	-0.968924	-3.115869	-1.665234	1.894239	1.002491	-0.679344	-0.461975	1.220451	0.990932	0.465597	0.626467	0.137786	0.336004	-0.771461	-0.820589	0.583459	0.577850	0.192894	-0.112450	1.363281	0.634874	0.726311	-0.473466	-0.259508	-0.464488	-0.424016	-0.481704	0.125911	0.407296	0.451810	-0.237476	0.063143	0.122872	0.429746	0.000000	0.178188	0.356016	-0.377006	-1.054031	-0.324361	0.163661	-0.957076	-0.301388	0.114885	0.272278	-1.216314	-0.881312	-1.107205	-1.020573	-0.902836	-0.997275
GSU1778	0.554220	0.936461	0.986612	0.699861	0.974304	1.068967	-2.615965	-3.119810	-2.903777	-0.231120	0.216242	0.567328	-1.018718	-1.981157	-1.116878	1.693573	1.228727	-0.055456	-0.422323	-0.277984	0.630516	-0.347791	0.132703	1.978865	2.386530	0.596964	0.526070	0.102430	-0.043085	0.678644	0.896066	0.367651	0.140562	0.961008	0.309879	-0.418590	-0.373308	-0.208294	-0.114608	-0.463502	0.000000	-0.206559	0.334965	0.894234	0.565646	0.246085	0.528402	0.377940	0.406085	0.387154	-0.098904	-0.608104	-0.509639	-0.402711	-0.519918	-0.509582	-0.301472	-1.077182	-0.573843	-0.690982	-0.836642	-0.585361	-0.825360
GSU1779	0.807140	1.342643	1.409648	0.726029	1.252926	0.933559	-1.839536	-2.614112	-2.261511	-1.288982	-0.553598	-0.897275	-1.128220	-2.062667	-1.046225	1.678221	1.315946	0.399840	-0.897019	1.224573	0.812549	0.350609	0.626209	1.272923	1.544918	0.617730	0.756995	0.944537	1.325969	1.258561	0.833691	1.395819	1.114187	1.512874	0.109384	-0.284781	-0.194176	0.505308	0.542017	-0.488745	0.552155	-0.432194	-0.351648	-1.322647	-0.476916	-0.237123	-1.078424	-0.182387	-0.375034	0.066427	-0.381001	0.045777	-0.035676	0.146349	-0.196376	-0.691975	-0.187935	0.000000	-0.569736	-0.242256	-0.395556	-0.594632	-0.170035
GSU1780	0.963279	1.619882	1.713707	0.536629	1.364381	0.788944	-1.151805	-1.789626	-1.915299	-0.869374	0.349118	1.364117	-0.307991	-2.136491	-1.429917	3.151075	1.962471	0.120107	0.375552	-0.170026	-0.022379	0.271500	-0.303958	1.044322	0.932670	-0.375746	-0.446794	-0.647713	0.006083	1.177060	1.265020	-0.793041	-0.648727	2.395038	0.128532	-0.784199	-0.443608	1.040493	0.262767	-0.493795	-0.531811	-0.996413	-0.902040	1.510952	0.742457	-0.278826	0.687773	0.119684	-0.038008	0.008735	0.197919	-0.458233	-0.448668	-0.297267	-0.425678	0.747858	0.024854	-0.398012	0.150710	0.000000	-0.163055	-0.201207	-0.127818
GSU1781	0.327551	0.135885	0.349799	-0.405453	0.678749	0.307850	-1.302696	-1.895868	-1.624311	-0.886305	-0.010453	0.257222	-0.592428	-3.214036	-1.518220	2.337977	1.291696	0.583890	-1.261895	-0.801204	-0.928815	-0.238864	-0.220547	-0.965406	-0.818379	-0.852041	-0.675774	0.326356	0.652868	-1.260321	-0.828591	2.704828	2.189595	1.979372	-0.245544	0.106134	1.053688	-0.120786	0.100639	0.162688	-0.031488	0.504114	0.000000	0.379142	0.257577	0.110486	0.064221	0.489104	0.055154	0.353604	-1.730205	-0.165537	-0.653407	-0.415480	0.265382	-1.240948	0.076210	0.265522	0.264831	-0.063630	-0.132549	-0.378525	0.205023
GSU1782	1.047030	1.438518	1.335642	1.064024	1.768657	1.781292	-0.887612	-1.242938	-1.489687	0.101244	-0.171981	0.204715	-0.004281	-1.925023	-0.629714	2.807974	1.813085	1.879680	-1.054862	-0.702969	-1.374548	0.247980	-0.491321	-0.758196	-1.073635	0.457059	-0.640493	-0.112069	-0.133543	0.597798	-0.039929	-0.112111	1.581158	2.534400	0.975516	-1.040320	-0.616064	1.066053	0.020675	-0.640205	-0.330246	-0.179878	0.529047	1.088607	0.563601	0.541760	0.750729	0.598579	0.978718	0.037177	0.006960	0.066335	-0.764206	-0.147274	-0.017678	-1.631697	-0.089234	-0.077321	0.000000	-0.162715	0.605635	0.076516	-0.606644
